request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,30,38,501,491,511,4,1,501,515,496,506
2,accepted,30,37,501,491,511,4,1,501,513,496,506
3,accepted,42,48,515,505,525,3,1,511,524,508,518
4,rejected,42,44,441,431,451,,,,,,
5,accepted,33,45,444,434,454,1,1,447,469,441,451
6,accepted,39,40,488,478,498,2,1,483,484,481,491
7,accepted,35,39,461,451,471,1,1,451,458,451,461
8,accepted,31,39,488,478,498,3,1,487,505,483,493
9,accepted,43,45,520,510,530,3,1,513,516,512,522
10,accepted,30,31,501,491,511,4,1,501,502,496,506
11,accepted,28,44,497,487,507,4,1,496,527,492,502
12,accepted,4,11,413,403,423,2,1,413,425,408,418
13,accepted,18,25,476,466,486,4,1,473,489,470,480
14,accepted,33,50,506,496,516,4,1,507,539,502,512
15,accepted,27,30,472,462,482,3,1,479,484,471,481
16,accepted,28,33,497,487,507,4,1,496,506,492,502
17,accepted,31,32,456,446,466,2,1,466,467,456,466
18,accepted,4,11,436,426,446,3,1,436,448,431,441
19,accepted,46,47,492,482,502,2,1,498,500,490,500
20,accepted,37,47,509,499,519,3,1,501,522,500,510
21,accepted,30,44,499,489,509,4,1,501,527,495,505
22,accepted,27,39,496,486,506,4,1,494,518,490,500
23,accepted,26,44,493,483,503,4,1,491,527,487,497
24,accepted,29,44,457,447,467,2,1,462,491,455,465
25,accepted,43,49,515,505,525,3,1,513,527,509,519
26,accepted,10,19,462,452,472,4,1,456,474,454,464
27,accepted,6,14,454,444,464,4,1,447,464,446,456
28,accepted,17,23,475,465,485,4,1,471,484,468,478
29,accepted,34,43,465,455,475,2,1,473,489,464,474
30,accepted,33,48,437,427,447,1,1,447,474,437,447
31,accepted,39,41,517,507,527,4,1,519,522,513,523
32,accepted,18,21,476,466,486,4,1,473,480,470,480
33,accepted,33,48,469,459,479,2,1,471,502,465,475
34,accepted,28,37,497,487,507,4,1,496,513,492,502
35,accepted,36,48,457,447,467,1,1,453,474,450,460
36,accepted,26,34,451,441,461,2,1,456,472,449,459
37,accepted,37,38,514,504,524,4,1,514,515,509,519
38,accepted,43,46,523,513,533,3,1,513,519,513,523
39,accepted,32,35,479,469,489,3,1,489,495,479,489
40,accepted,38,49,510,500,520,3,1,503,527,502,512
41,accepted,7,16,456,446,466,4,1,449,468,448,458
42,rejected,28,46,415,405,425,,,,,,
43,accepted,31,38,476,466,486,2,1,466,479,466,476
44,accepted,44,48,488,478,498,2,1,492,502,485,495
45,accepted,7,16,456,446,466,4,1,449,468,448,458
46,accepted,12,16,433,423,443,2,1,429,436,426,436
47,accepted,39,44,462,452,472,1,1,459,466,456,466
48,accepted,29,43,499,489,509,4,1,498,525,494,504
49,accepted,26,41,452,442,462,2,1,456,486,449,459
50,accepted,28,36,444,434,454,1,1,439,452,437,447
