vehicle,trip,stop,arrival,departure,stop_type
1,1,1,384,385,mandatory
1,1,3,388,389,mandatory
1,1,6,393,394,mandatory
1,1,8,397,398,mandatory
1,1,11,401,402,mandatory
1,1,13,405,406,mandatory
1,1,15,408,409,mandatory
1,1,18,412,413,mandatory
1,1,20,416,417,mandatory
1,1,23,422,423,mandatory
1,1,24,425,426,optional
1,1,25,428,429,mandatory
1,1,26,438,439,mandatory
1,1,28,441,442,mandatory
1,1,29,443,444,optional
1,1,31,446,447,mandatory
1,1,33,449,450,mandatory
1,1,36,454,455,mandatory
1,1,38,457,458,mandatory
1,1,40,461,462,mandatory
1,1,43,465,466,mandatory
1,1,44,467,468,optional
1,1,45,469,470,mandatory
1,1,46,472,473,optional
1,1,48,476,477,mandatory
1,1,49,479,480,optional
1,1,50,482,483,mandatory
2,1,1,397,398,mandatory
2,1,3,401,402,mandatory
2,1,6,406,407,mandatory
2,1,8,410,411,mandatory
2,1,11,414,415,mandatory
2,1,13,418,419,mandatory
2,1,15,421,422,mandatory
2,1,18,425,426,mandatory
2,1,20,429,430,mandatory
2,1,23,435,436,mandatory
2,1,24,438,439,optional
2,1,25,441,442,mandatory
2,1,26,466,467,mandatory
2,1,28,469,470,mandatory
2,1,31,474,475,mandatory
2,1,32,476,477,optional
2,1,33,479,480,mandatory
2,1,34,481,482,optional
2,1,36,484,485,mandatory
2,1,38,487,488,mandatory
2,1,39,490,491,optional
2,1,40,492,493,mandatory
2,1,41,494,495,optional
2,1,43,497,498,mandatory
2,1,44,499,500,optional
2,1,45,501,502,mandatory
2,1,48,506,507,mandatory
2,1,49,509,510,optional
2,1,50,512,513,mandatory
3,1,1,429,430,mandatory
3,1,3,433,434,mandatory
3,1,6,438,439,mandatory
3,1,8,442,443,mandatory
3,1,9,444,445,optional
3,1,11,448,449,mandatory
3,1,13,452,453,mandatory
3,1,15,455,456,mandatory
3,1,16,457,458,optional
3,1,18,460,461,mandatory
3,1,19,462,463,optional
3,1,20,465,466,mandatory
3,1,23,471,472,mandatory
3,1,25,475,476,mandatory
3,1,26,479,480,mandatory
3,1,28,482,483,mandatory
3,1,30,485,486,optional
3,1,31,487,488,mandatory
3,1,32,489,490,optional
3,1,33,492,493,mandatory
3,1,35,495,496,optional
3,1,36,497,498,mandatory
3,1,37,500,501,optional
3,1,38,502,503,mandatory
3,1,39,505,506,optional
3,1,40,507,508,mandatory
3,1,43,511,512,mandatory
3,1,44,513,514,optional
3,1,45,515,516,mandatory
3,1,47,519,520,optional
3,1,48,521,522,mandatory
3,1,50,525,526,mandatory
4,1,1,440,441,mandatory
4,1,3,444,445,mandatory
4,1,4,446,447,optional
4,1,5,449,450,optional
4,1,6,452,453,mandatory
4,1,8,456,457,mandatory
4,1,11,460,461,mandatory
4,1,13,464,465,mandatory
4,1,15,467,468,mandatory
4,1,16,469,470,optional
4,1,18,472,473,mandatory
4,1,19,474,475,optional
4,1,20,477,478,mandatory
4,1,23,483,484,mandatory
4,1,24,486,487,optional
4,1,25,489,490,mandatory
4,1,26,490,491,mandatory
4,1,27,493,494,optional
4,1,28,495,496,mandatory
4,1,30,498,499,optional
4,1,31,500,501,mandatory
4,1,32,502,503,optional
4,1,33,505,506,mandatory
4,1,34,507,508,optional
4,1,35,510,511,optional
4,1,36,512,513,mandatory
4,1,37,515,516,optional
4,1,38,517,518,mandatory
4,1,40,521,522,mandatory
4,1,41,523,524,optional
4,1,43,526,527,mandatory
4,1,44,528,529,optional
4,1,45,530,531,mandatory
4,1,48,535,536,mandatory
4,1,50,539,540,mandatory
