request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,30,38,502,497,507,4,1,497,511,497,502
2,accepted,30,37,502,497,507,4,1,497,509,497,502
3,rejected,42,48,515,510,520,,,,,,
4,rejected,42,44,441,436,446,,,,,,
5,accepted,33,45,444,439,449,1,1,449,469,444,449
6,accepted,39,40,488,483,493,3,1,493,494,488,493
7,rejected,35,39,461,456,466,,,,,,
8,rejected,31,39,488,483,493,,,,,,
9,accepted,43,45,520,515,525,4,1,520,523,518,523
10,accepted,30,31,502,497,507,4,1,497,498,497,502
11,accepted,28,44,498,493,503,4,1,494,521,494,499
12,accepted,4,11,413,408,418,2,1,412,424,410,415
13,accepted,18,25,477,472,482,4,1,475,489,474,479
14,accepted,33,50,507,502,512,4,1,502,537,502,507
15,rejected,27,30,472,467,477,,,,,,
16,accepted,28,33,498,493,503,4,1,494,501,494,499
17,accepted,31,32,456,451,461,2,1,461,462,456,461
18,accepted,4,11,436,431,441,3,1,432,444,432,437
19,accepted,46,47,492,487,497,2,1,490,492,489,494
20,accepted,37,47,509,504,514,4,1,510,529,507,512
21,accepted,30,44,499,494,504,4,1,497,521,496,501
22,rejected,27,39,497,492,502,,,,,,
23,accepted,26,44,494,489,499,4,1,491,521,490,495
24,accepted,29,44,457,452,462,2,1,458,484,455,460
25,accepted,43,49,515,510,520,4,1,520,534,515,520
26,rejected,10,19,464,459,469,,,,,,
27,accepted,6,14,456,451,461,4,1,451,466,451,456
28,accepted,17,23,476,471,481,4,1,473,485,472,477
29,accepted,34,43,465,460,470,2,1,468,482,464,469
30,rejected,33,48,437,432,442,,,,,,
31,rejected,39,41,517,512,522,,,,,,
32,accepted,18,21,477,472,482,4,1,475,481,474,479
33,accepted,33,48,469,464,474,2,1,466,494,465,470
34,accepted,28,37,498,493,503,4,1,494,509,494,499
35,accepted,36,48,457,452,462,1,1,454,474,453,458
36,accepted,26,34,451,446,456,2,1,453,467,450,455
37,accepted,37,38,515,510,520,4,1,510,511,510,515
38,accepted,43,46,524,519,529,4,1,520,526,520,525
39,rejected,32,35,479,474,484,,,,,,
40,accepted,38,49,510,505,515,4,1,512,534,509,514
41,accepted,7,16,458,453,463,4,1,453,470,453,458
42,rejected,28,46,414,409,419,,,,,,
43,accepted,31,38,476,471,481,3,1,479,489,475,480
44,accepted,44,48,488,483,493,2,1,485,494,484,489
45,accepted,7,16,458,453,463,4,1,453,470,453,458
46,accepted,12,16,433,428,438,2,1,428,434,428,433
47,accepted,39,44,462,457,467,1,1,460,467,459,464
48,rejected,29,43,500,495,505,,,,,,
49,accepted,26,41,452,447,457,2,1,453,479,450,455
50,accepted,28,36,444,439,449,1,1,441,453,440,445
