request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-2520,accepted,30,38,502,497,507,4,1,497,511,497,502,5,14
2,PB,-41400,accepted,30,37,502,497,507,4,1,497,509,497,502,5,12
3,PB,-24120,rejected,42,48,515,510,520,,,,,,,,
4,PB,-6840,rejected,42,44,441,436,446,,,,,,,,
5,PB,-11160,accepted,33,45,444,439,449,1,1,449,469,444,449,5,20
6,PB,-22680,accepted,39,40,488,483,493,3,1,493,494,488,493,5,1
7,PB,-5400,rejected,35,39,461,456,466,,,,,,,,
8,PB,-9720,rejected,31,39,488,483,493,,,,,,,,
9,PB,-9720,accepted,43,45,520,515,525,4,1,520,523,518,523,0,3
10,PB,-29880,accepted,30,31,502,497,507,4,1,497,498,497,502,5,1
11,PB,-11160,accepted,28,44,498,493,503,4,1,494,521,494,499,4,27
12,PB,-37080,accepted,4,11,413,408,418,2,1,412,424,410,415,1,12
13,PB,-11160,accepted,18,25,477,472,482,4,1,475,489,474,479,2,14
14,PB,-9720,accepted,33,50,507,502,512,4,1,502,537,502,507,5,35
15,PB,-15480,rejected,27,30,472,467,477,,,,,,,,
16,PB,-12600,accepted,28,33,498,493,503,4,1,494,501,494,499,4,7
17,PB,-6840,accepted,31,32,456,451,461,2,1,461,462,456,461,5,1
18,PB,-21240,accepted,4,11,436,431,441,3,1,432,444,432,437,4,12
19,PB,-34200,accepted,46,47,492,487,497,2,1,494,496,489,494,2,2
20,PB,-27000,accepted,37,47,509,504,514,4,1,510,529,507,512,1,19
21,PB,-3960,accepted,30,44,499,494,504,4,1,497,521,496,501,2,24
22,PB,-24120,rejected,27,39,497,492,502,,,,,,,,
23,PB,-35640,accepted,26,44,494,489,499,4,1,491,521,490,495,3,30
24,PB,-11160,accepted,29,44,457,452,462,2,1,458,488,455,460,1,30
25,PB,-37080,accepted,43,49,515,510,520,4,1,520,534,515,520,5,14
26,PB,-2520,rejected,10,19,464,459,469,,,,,,,,
27,PB,-32760,accepted,6,14,456,451,461,4,1,451,466,451,456,5,15
28,PB,-18360,accepted,17,23,476,471,481,4,1,473,485,472,477,3,12
29,PB,-25560,accepted,34,43,465,460,470,2,1,468,486,464,469,3,18
30,PB,-5400,rejected,33,48,437,432,442,,,,,,,,
31,PB,-25560,rejected,39,41,517,512,522,,,,,,,,
32,PB,-41400,accepted,18,21,477,472,482,4,1,475,481,474,479,2,6
33,PB,-2520,accepted,33,48,469,464,474,2,1,466,498,465,470,3,32
