request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,17,23,449,439,459,3,1,449,461,444,454
2,accepted,33,44,506,496,516,4,1,502,522,499,509
3,accepted,38,44,514,504,524,4,1,513,522,509,519
4,accepted,12,17,466,456,476,4,1,456,467,456,466
5,accepted,35,47,456,446,466,2,1,463,488,455,465
6,accepted,4,24,450,440,460,4,1,440,482,440,450
7,accepted,13,14,452,442,462,4,1,458,461,450,460
8,accepted,31,34,470,460,480,3,1,478,483,469,479
9,accepted,16,21,457,447,467,3,1,447,457,447,457
10,accepted,1,4,444,434,454,4,1,435,439,435,445
11,accepted,13,18,385,375,395,1,1,385,392,380,390
12,accepted,35,41,510,500,520,4,1,506,517,503,513
13,accepted,26,28,423,413,433,1,1,417,420,415,425
14,accepted,36,50,497,487,507,3,1,489,516,488,498
15,accepted,16,24,474,464,484,4,1,466,482,465,475
16,accepted,27,43,485,475,495,4,1,490,520,483,493
17,accepted,38,49,492,482,502,3,1,492,513,487,497
18,accepted,3,14,404,394,414,2,1,400,420,397,407
19,accepted,40,45,481,471,491,2,1,473,482,472,482
20,accepted,44,49,446,436,456,1,1,448,461,442,452
21,accepted,35,46,463,453,473,2,1,463,485,458,468
22,accepted,11,15,457,447,467,4,1,453,463,450,460
23,accepted,28,45,485,475,495,4,1,492,525,484,494
24,accepted,35,37,510,500,520,4,1,506,510,503,513
25,accepted,30,35,482,472,492,3,1,476,486,474,484
26,accepted,33,46,506,496,516,4,1,502,528,499,509
27,accepted,41,44,483,473,493,2,1,475,479,474,484
28,accepted,34,36,426,416,436,1,1,431,434,424,434
29,accepted,27,38,496,486,506,4,1,490,512,488,498
30,accepted,4,17,450,440,460,4,1,440,467,440,450
31,accepted,46,47,454,444,464,1,1,454,456,449,459
32,rejected,5,13,437,427,447,,,,,,
33,accepted,36,37,455,445,465,2,1,465,467,455,465
34,accepted,8,12,458,448,468,4,1,448,455,448,458
35,accepted,33,43,473,463,483,3,1,482,500,473,483
36,accepted,6,14,454,444,464,4,1,444,461,444,454
37,accepted,30,49,488,478,498,4,1,496,536,487,497
38,accepted,21,24,442,432,452,2,1,434,440,433,443
39,accepted,40,44,487,477,497,3,1,497,502,487,497
40,accepted,42,43,445,435,455,1,1,444,445,440,450
41,accepted,40,45,519,509,529,4,1,516,525,513,523
42,accepted,30,39,481,471,491,3,1,476,494,474,484
43,accepted,30,46,461,451,471,2,1,453,485,452,462
44,accepted,35,48,494,484,504,3,1,487,510,486,496
45,accepted,9,24,460,450,470,4,1,450,482,450,460
46,accepted,33,47,461,451,471,2,1,459,488,455,465
47,accepted,13,14,460,450,470,4,1,458,461,454,464
48,accepted,37,40,468,458,478,2,1,468,472,463,473
49,accepted,3,13,427,417,437,3,1,424,440,421,431
50,accepted,45,47,527,517,537,4,1,526,531,522,532
