request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,21,28,479,474,484,5,1,484,503,479,484
2,accepted,40,52,536,531,541,5,1,536,567,534,539
3,accepted,45,53,552,547,557,5,1,551,570,549,554
4,accepted,14,21,466,461,471,5,1,461,483,461,466
5,accepted,42,57,488,483,493,1,1,486,529,485,490
6,rejected,5,29,444,439,449,,,,,,
7,accepted,15,16,469,464,474,5,1,464,467,464,469
8,accepted,37,40,507,502,512,4,1,504,511,503,508
9,accepted,19,25,480,475,485,5,1,478,493,477,482
10,rejected,1,5,434,429,439,,,,,,
11,accepted,16,22,400,395,405,3,1,400,413,398,403
12,rejected,42,50,541,536,546,,,,,,
13,accepted,31,34,444,439,449,3,1,443,449,441,446
14,rejected,43,60,543,538,548,,,,,,
15,accepted,19,29,480,475,485,5,1,478,508,477,482
16,rejected,32,51,516,511,521,,,,,,
17,rejected,45,58,536,531,541,,,,,,
18,accepted,3,17,418,413,423,4,1,416,450,415,420
19,accepted,48,54,521,516,526,2,1,520,533,518,523
20,accepted,52,58,499,494,504,3,1,499,518,497,502
21,accepted,42,55,498,493,503,2,1,503,537,498,503
22,accepted,14,18,466,461,471,5,1,461,474,461,466
23,accepted,34,54,520,515,525,5,1,521,573,518,523
24,accepted,42,44,541,536,546,5,1,541,546,539,544
25,accepted,36,42,522,517,527,5,1,527,540,522,527
26,accepted,39,55,533,528,538,5,1,533,577,531,536
27,accepted,49,53,524,519,529,2,1,523,530,521,526
28,accepted,41,43,466,461,471,3,1,467,473,464,469
29,rejected,32,46,516,511,521,,,,,,
30,rejected,5,20,444,439,449,,,,,,
31,accepted,55,56,507,502,512,3,1,507,510,505,510
32,rejected,5,16,444,439,449,,,,,,
33,accepted,43,44,487,482,492,1,1,489,493,486,491
34,rejected,10,15,456,451,461,,,,,,
35,accepted,40,52,510,505,515,4,1,512,540,509,514
36,accepted,7,16,449,444,454,5,1,444,467,444,449
37,accepted,36,59,526,521,531,5,1,527,590,524,529
38,accepted,25,28,469,464,474,4,1,469,478,467,472
39,accepted,47,53,529,524,534,4,1,531,543,528,533
40,accepted,50,52,495,490,500,3,1,495,498,493,498
41,accepted,47,54,559,554,564,5,1,558,573,556,561
42,rejected,36,47,521,516,526,,,,,,
43,accepted,35,56,495,490,500,4,1,497,552,494,499
44,rejected,41,57,538,533,543,,,,,,
45,rejected,10,29,456,451,461,,,,,,
46,accepted,39,57,495,490,500,2,1,497,543,494,499
47,accepted,15,17,469,464,474,5,1,464,471,464,469
48,accepted,45,48,503,498,508,1,1,498,507,498,503
49,rejected,3,15,439,434,444,,,,,,
50,accepted,53,57,574,569,579,5,1,571,583,570,575
51,accepted,16,20,472,467,477,5,1,468,480,468,473
52,rejected,46,53,546,541,551,,,,,,
53,rejected,10,29,456,451,461,,,,,,
54,accepted,53,60,566,561,571,5,1,571,595,566,571
55,accepted,35,38,489,484,494,2,1,486,493,485,490
56,accepted,34,54,520,515,525,5,1,521,573,518,523
57,accepted,35,53,469,464,474,1,1,470,518,467,472
58,accepted,20,22,483,478,488,5,1,481,485,480,485
59,rejected,35,55,523,518,528,,,,,,
60,accepted,47,53,492,487,497,3,1,487,501,487,492
