request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-31320,accepted,46,48,555,550,560,5,1,554,561,552,557,1,7
2,PB,-3960,rejected,6,23,446,441,451,,,,,,,,
3,PB,-32760,accepted,10,19,456,451,461,5,1,451,477,451,456,5,26
4,PB,-37080,accepted,21,29,454,449,459,3,1,452,477,451,456,2,25
5,PB,-9720,rejected,40,58,475,470,480,,,,,,,,
6,PB,-16920,accepted,52,55,527,522,532,2,1,522,529,522,527,5,7
7,PB,-42840,accepted,38,44,520,515,525,4,1,515,534,515,520,5,19
8,PB,-29880,accepted,40,56,464,459,469,1,1,468,509,464,469,4,41
9,PB,-14040,accepted,36,59,454,449,459,1,1,459,522,454,459,5,63
10,PB,-18360,rejected,8,20,451,446,456,,,,,,,,
11,PB,-31320,accepted,43,59,521,516,526,3,1,516,562,516,521,5,46
12,PB,-3960,rejected,41,47,530,525,535,,,,,,,,
13,PB,-42840,accepted,47,56,556,551,561,5,1,559,583,555,560,3,24
14,PB,-35640,accepted,53,58,502,497,507,1,1,501,517,499,504,1,16
15,PB,-9720,rejected,38,53,522,517,527,,,,,,,,
16,PB,-41400,accepted,40,43,536,531,541,5,1,536,543,534,539,0,7
17,PB,-34200,accepted,13,29,462,457,467,5,1,458,505,458,463,4,47
18,PB,-11160,accepted,8,13,418,413,423,3,1,418,428,416,421,0,10
19,PB,-29880,accepted,47,53,554,549,559,5,1,559,572,554,559,5,13
20,PB,-3960,accepted,57,59,513,508,518,1,1,513,522,510,515,0,9
21,PB,-39960,accepted,48,60,562,557,567,5,1,562,598,560,565,0,36
22,PB,-41400,accepted,45,52,542,537,547,4,1,539,557,537,542,3,18
23,PB,-1080,accepted,41,46,523,518,528,4,1,523,542,521,526,0,19
24,PB,-24120,accepted,33,54,518,513,523,5,1,517,575,515,520,1,58
25,PB,-6840,accepted,34,57,520,515,525,5,1,520,586,518,523,0,66
26,PB,-35640,accepted,50,53,534,529,539,3,1,538,544,533,538,4,6
27,PB,-38520,accepted,35,48,479,474,484,2,1,479,513,477,482,0,34
28,PB,-27000,accepted,33,44,518,513,523,5,1,517,548,515,520,1,31
29,PB,-35640,accepted,35,49,523,518,528,5,1,523,564,521,526,0,41
30,PB,-25560,rejected,32,38,516,511,521,,,,,,,,
31,PB,-25560,accepted,37,60,489,484,494,2,1,486,544,485,490,3,58
32,PB,-31320,accepted,34,44,520,515,525,5,1,520,548,518,523,0,28
33,PB,-15480,accepted,39,46,529,524,534,5,1,533,553,529,534,4,20
34,PB,-11160,accepted,1,18,434,429,439,5,1,429,474,429,434,5,45
35,PB,-39960,accepted,41,58,519,514,524,4,1,523,576,519,524,4,53
36,PB,-31320,accepted,46,52,555,550,560,5,1,554,569,552,557,1,15
37,PB,-22680,accepted,57,58,513,508,518,1,1,513,517,510,515,0,4
38,PB,-9720,rejected,11,23,458,453,463,,,,,,,,
39,PB,-34200,accepted,28,30,448,443,453,2,1,448,454,446,451,0,6
40,PB,-5400,rejected,37,55,473,468,478,,,,,,,,
41,PB,-9720,accepted,4,30,441,436,446,5,1,436,509,436,441,5,73
42,PB,-21240,accepted,39,41,499,494,504,3,1,504,508,499,504,5,4
43,PB,-5400,accepted,6,22,446,441,451,5,1,442,482,442,447,4,40
44,PB,-1080,accepted,47,55,487,482,492,1,1,487,505,485,490,0,18
45,PB,-9720,accepted,35,53,523,518,528,5,1,523,572,521,526,0,49
46,PB,-1080,rejected,39,41,531,526,536,,,,,,,,
47,PB,-34200,accepted,31,53,469,464,474,2,1,469,524,467,472,0,55
48,PB,-2520,rejected,23,30,489,484,494,,,,,,,,
49,PB,-39960,accepted,5,29,444,439,449,5,1,439,505,439,444,5,66
50,PB,-39960,accepted,42,44,541,536,546,5,1,541,548,539,544,0,7
51,PB,-41400,accepted,55,57,507,502,512,1,1,506,512,504,509,1,6
52,PB,-3960,rejected,24,26,491,486,496,,,,,,,,
53,PB,-31320,accepted,15,28,469,464,474,5,1,466,500,465,470,3,34
54,PB,-31320,accepted,33,57,518,513,523,5,1,517,586,515,520,1,69
55,PB,-28440,rejected,26,30,488,483,493,,,,,,,,
56,PB,-12600,accepted,1,27,434,429,439,5,1,429,496,429,434,5,67
57,PB,-8280,accepted,53,60,574,569,579,5,1,573,598,571,576,1,25
58,PB,-28440,accepted,36,54,526,521,531,5,1,527,575,524,529,1,48
59,PB,-41400,accepted,36,41,494,489,499,3,1,498,508,494,499,4,10
60,PB,-34200,accepted,16,18,449,444,454,4,1,449,455,447,452,0,6
61,RT,480,accepted,48,49,490,485,495,1,1,490,492,487.5,492.5,0,2
62,RT,490,rejected,42,55,519,514,524,,,,,,,,
63,RT,545,accepted,52,54,571,566,576,5,1,570,575,568,573,1,5
64,RT,515,accepted,35,55,523,518,528,5,1,523,579,520.5,525.5,0,56
65,RT,449,accepted,17,27,475,470,480,5,1,472,496,471,476,3,24
66,RT,550,accepted,54,59,576,571,581,5,1,576,593,573.5,578.5,0,17
67,RT,424,rejected,11,25,453,448,458,,,,,,,,
68,RT,435,rejected,31,37,462,457,467,,,,,,,,
69,RT,528,rejected,53,55,554,549,559,,,,,,,,
70,RT,493,rejected,26,28,498,493,503,,,,,,,,
71,RT,492,rejected,33,44,509,504,514,,,,,,,,
72,RT,412,rejected,3,6,439,434,444,,,,,,,,
73,RT,453,accepted,15,27,469,464,474,5,1,466,496,465,470,3,30
74,RT,497,accepted,34,40,520,515,525,5,1,520,535,517.5,522.5,0,15
75,RT,513,accepted,39,52,519,514,524,4,1,518,557,516,521,1,39
76,RT,454,accepted,24,28,463,458,468,3,1,459,472,458.5,463.5,4,13
77,RT,417,rejected,3,27,439,434,444,,,,,,,,
78,RT,455,accepted,22,26,462,457,467,4,1,464,475,460.5,465.5,2,11
79,RT,445,rejected,15,26,469,464,474,,,,,,,,
80,RT,488,rejected,47,50,502,497,507,,,,,,,,
81,RT,417,rejected,2,5,437,432,442,,,,,,,,
82,RT,425,accepted,31,55,446,441,451,1,1,445,505,443.5,448.5,1,60
83,RT,437,accepted,6,19,446,441,451,5,1,442,477,441.5,446.5,4,35
84,RT,485,accepted,32,47,496,491,501,4,1,501,547,496,501,5,46
85,RT,489,rejected,47,54,494,489,499,,,,,,,,
86,RT,456,accepted,19,25,480,475,485,5,1,478,490,476.5,481.5,2,12
87,RT,503,rejected,56,60,524,519,529,,,,,,,,
88,RT,464,accepted,47,56,487,482,492,1,1,487,509,484.5,489.5,0,22
89,RT,426,accepted,4,25,441,436,446,5,1,436,490,436,441,5,54
90,RT,521,accepted,48,60,533,528,538,3,1,532,567,530,535,1,35
91,RT,518,accepted,36,42,526,521,531,5,1,527,540,524,529,1,13
92,RT,449,rejected,18,21,476,471,481,,,,,,,,
93,RT,440,rejected,9,24,453,448,458,,,,,,,,
94,RT,415,accepted,4,28,441,436,446,5,1,436,500,436,441,5,64
95,RT,427,accepted,5,10,443,438,448,5,1,439,450,438.5,443.5,4,11
96,RT,433,rejected,7,19,449,444,454,,,,,,,,
97,RT,573,accepted,56,57,583,578,588,5,1,584,586,581,586,1,2
98,RT,479,rejected,23,29,489,484,494,,,,,,,,
99,RT,523,accepted,50,55,543,538,548,3,1,538,549,538,543,5,11
100,RT,542,rejected,52,56,550,545,555,,,,,,,,
101,RT,474,accepted,25,28,491,486,496,5,1,491,500,488.5,493.5,0,9
102,RT,480,accepted,22,29,486,481,491,5,1,483,505,482,487,3,22
103,RT,512,rejected,38,59,531,526,536,,,,,,,,
104,RT,458,rejected,17,23,475,470,480,,,,,,,,
105,RT,498,accepted,55,58,507,502,512,1,1,506,517,504,509,1,11
106,RT,492,accepted,58,59,518,513,523,1,1,518,522,515.5,520.5,0,4
107,RT,516,accepted,39,54,533,528,538,5,1,533,575,530.5,535.5,0,42
108,RT,419,accepted,4,13,441,436,446,5,1,436,457,436,441,5,21
109,RT,468,accepted,32,47,490,485,495,3,1,488,528,486.5,491.5,2,40
110,RT,470,accepted,27,28,500,495,505,5,1,497,500,496,501,3,3
111,RT,434,accepted,32,56,444,439,449,1,1,449,509,444,449,5,60
112,RT,505,rejected,40,50,529,524,534,,,,,,,,
113,RT,438,accepted,13,25,462,457,467,5,1,458,490,457.5,462.5,4,32
114,RT,412,rejected,2,11,437,432,442,,,,,,,,
115,RT,465,accepted,22,27,486,481,491,5,1,483,496,482,487,3,13
116,RT,503,accepted,43,46,531,526,536,4,1,530,542,528,533,1,12
117,RT,429,accepted,10,12,456,451,461,5,1,451,455,451,456,5,4
118,RT,427,accepted,6,15,446,441,451,5,1,442,465,441.5,446.5,4,23
119,RT,511,rejected,41,48,538,533,543,,,,,,,,
120,RT,456,rejected,16,30,472,467,477,,,,,,,,
