request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,46,48,555,550,560,5,1,554,561,552,557
2,rejected,6,23,446,441,451,,,,,,
3,accepted,10,19,456,451,461,5,1,451,477,451,456
4,accepted,21,29,454,449,459,3,1,452,475,451,456
5,rejected,40,58,475,470,480,,,,,,
6,accepted,52,55,527,522,532,2,1,522,529,522,527
7,accepted,38,44,520,515,525,4,1,515,532,515,520
8,accepted,40,56,464,459,469,1,1,468,508,464,469
9,accepted,36,59,454,449,459,1,1,459,521,454,459
10,rejected,8,20,451,446,456,,,,,,
11,accepted,43,59,521,516,526,3,1,516,561,516,521
12,rejected,41,47,530,525,535,,,,,,
13,accepted,47,56,556,551,561,5,1,559,583,555,560
14,accepted,53,58,502,497,507,1,1,500,516,499,504
15,rejected,38,53,522,517,527,,,,,,
16,accepted,40,43,536,531,541,5,1,536,543,534,539
17,accepted,13,29,462,457,467,5,1,458,505,458,463
18,accepted,8,13,418,413,423,3,1,418,428,416,421
19,accepted,47,53,554,549,559,5,1,559,572,554,559
20,accepted,57,59,513,508,518,1,1,512,521,510,515
21,accepted,48,60,562,557,567,5,1,562,595,560,565
22,accepted,45,52,542,537,547,4,1,537,555,537,542
23,accepted,41,46,523,518,528,4,1,523,540,521,526
24,accepted,33,54,518,513,523,5,1,517,575,515,520
25,accepted,34,57,520,515,525,5,1,520,586,518,523
26,accepted,50,53,534,529,539,3,1,537,543,533,538
27,accepted,35,48,479,474,484,2,1,479,513,477,482
28,accepted,33,44,518,513,523,5,1,517,548,515,520
29,accepted,35,49,523,518,528,5,1,523,564,521,526
30,rejected,32,38,516,511,521,,,,,,
31,accepted,37,60,489,484,494,2,1,486,544,485,490
32,accepted,34,44,520,515,525,5,1,520,548,518,523
33,accepted,39,46,529,524,534,5,1,533,553,529,534
34,accepted,1,18,434,429,439,5,1,429,474,429,434
35,accepted,41,58,519,514,524,4,1,523,574,519,524
36,accepted,46,52,555,550,560,5,1,554,569,552,557
37,accepted,57,58,513,508,518,1,1,512,516,510,515
38,rejected,11,23,458,453,463,,,,,,
39,accepted,28,30,448,443,453,2,1,448,454,446,451
40,rejected,37,55,473,468,478,,,,,,
41,accepted,4,30,441,436,446,5,1,436,509,436,441
42,accepted,39,41,499,494,504,3,1,504,508,499,504
43,accepted,6,22,446,441,451,5,1,442,482,442,447
44,accepted,47,55,487,482,492,1,1,487,504,485,490
45,accepted,35,53,523,518,528,5,1,523,572,521,526
46,rejected,39,41,531,526,536,,,,,,
47,accepted,31,53,469,464,474,2,1,469,524,467,472
48,rejected,23,30,489,484,494,,,,,,
49,accepted,5,29,444,439,449,5,1,439,505,439,444
50,accepted,42,44,541,536,546,5,1,541,548,539,544
51,accepted,55,57,507,502,512,1,1,505,511,504,509
52,rejected,24,26,491,486,496,,,,,,
53,accepted,15,28,469,464,474,5,1,466,500,465,470
54,accepted,33,57,518,513,523,5,1,517,586,515,520
55,rejected,26,30,488,483,493,,,,,,
56,accepted,1,27,434,429,439,5,1,429,496,429,434
57,accepted,53,60,574,569,579,5,1,573,595,571,576
58,accepted,36,54,526,521,531,5,1,527,575,524,529
59,accepted,36,41,494,489,499,3,1,498,508,494,499
60,accepted,16,18,449,444,454,4,1,449,455,447,452
