request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,40,45,421,416,426,4,1,421,427,419,424
1,accepted,36,43,467,462,472,2,1,469,485,466,471
2,accepted,33,34,479,474,484,4,2,482,482,478,483
3,accepted,32,48,514,509,519,3,2,515,535,512,517
4,accepted,28,44,490,485,495,1,2,489,520,487,492
5,accepted,30,37,508,503,513,5,2,503,509,503,508
6,accepted,41,44,527,522,532,5,2,523,529,523,528
7,accepted,38,42,504,499,509,1,2,508,516,504,509
8,accepted,39,40,489,484,494,4,2,494,498,489,494
9,accepted,35,38,511,506,516,5,2,507,514,507,512
10,accepted,30,49,502,497,507,5,2,503,534,500,505
11,accepted,31,38,483,478,488,4,2,478,491,478,483
12,accepted,35,40,473,468,478,2,1,468,482,468,473
13,accepted,26,34,458,453,463,2,1,457,465,455,460
14,accepted,29,31,506,501,511,3,2,505,511,503,508
15,accepted,1,18,457,452,462,5,2,454,478,453,458
16,accepted,14,24,464,459,469,1,2,464,472,462,467
17,accepted,31,43,445,440,450,3,1,440,459,440,445
18,accepted,19,24,489,484,494,3,2,491,494,488,493
19,accepted,37,44,499,494,504,1,2,503,520,499,504
20,accepted,30,38,499,494,504,5,2,503,514,499,504
21,accepted,43,45,518,513,523,1,2,518,521,516,521
22,accepted,27,41,504,499,509,5,2,500,522,500,505
23,accepted,20,22,398,393,403,5,1,398,404,396,401
24,rejected,30,39,480,475.0,485.0,,,,,,
25,accepted,1,23,450,445,455,5,2,454,482,450,455
26,accepted,42,44,448,443,453,5,1,443,446,443,448
27,rejected,41,47,475,470.0,480.0,,,,,,
28,accepted,30,48,476,471,481,4,2,474,505,473,478
29,accepted,33,45,444,439,449,3,1,444,462,442,447
30,accepted,31,40,500,495,505,1,2,495,514,495,500
31,accepted,11,15,450,445,455,1,2,452,465,449,454
32,accepted,37,40,419,414,424,1,1,419,430,417,422
33,accepted,27,38,503,498,508,5,2,500,514,499,504
34,accepted,31,40,481,476,486,4,2,478,498,477,482
35,rejected,6,11,481,476.0,486.0,,,,,,
36,accepted,14,21,467,462,472,1,2,464,469,463,468
37,accepted,7,13,460,455,465,5,2,460,468,458,463
38,accepted,42,48,523,518,528,5,2,526,532,522,527
39,accepted,33,48,424,419,429,5,1,427,449,423,428
40,rejected,41,46,507,502.0,512.0,,,,,,
41,accepted,30,41,405,400,410,4,1,403,421,402,407
42,accepted,33,39,460,455,465,2,1,465,477,460,465
43,rejected,5,14,478,473.0,483.0,,,,,,
44,rejected,37,43,494,489.0,499.0,,,,,,
45,accepted,31,47,507,502,512,3,2,512,534,507,512
46,accepted,27,32,507,502,512,3,2,503,514,503,508
47,rejected,35,36,455,450.0,460.0,,,,,,
48,rejected,34,38,458,453.0,463.0,,,,,,
49,accepted,39,47,510,505,515,1,2,510,526,508,513
