request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,18,23,594,589,599,4,1,594,618,592,597
2,accepted,18,22,594,589,599,4,1,594,612,592,597
3,accepted,25,29,618,613,623,3,1,619,641,616,621
4,rejected,26,27,495,490,500,,,,,,
5,rejected,20,27,499,494,504,,,,,,
6,accepted,24,25,573,568,578,2,1,575,578,572,577
7,rejected,21,23,529,524,534,,,,,,
8,rejected,19,24,573,568,578,,,,,,
9,accepted,26,27,626,621,631,3,1,623,627,622,627
10,accepted,18,19,594,589,599,4,1,594,599,592,597
11,accepted,17,26,591,586,596,4,1,590,633,588,593
12,accepted,3,7,448,443,453,2,1,448,465,446,451
13,accepted,11,15,555,550,560,4,1,555,580,553,558
14,accepted,20,30,603,598,608,4,1,605,656,602,607
15,accepted,17,18,547,542,552,2,1,542,545,542,547
16,accepted,17,20,591,586,596,4,1,590,604,588,593
17,rejected,19,20,520,515,525,,,,,,
18,accepted,3,7,487,482,492,3,1,487,504,485,490
19,accepted,28,29,580,575,585,1,1,575,581,575,580
20,accepted,23,28,609,604,614,3,1,608,634,606,611
21,accepted,18,27,591,586,596,3,1,586,627,586,591
22,accepted,17,23,591,586,596,4,1,590,618,588,593
23,accepted,16,26,585,580,590,4,1,584,633,582,587
24,accepted,18,27,521,516,526,1,1,526,567,521,526
25,accepted,26,29,618,613,623,3,1,623,641,618,623
26,accepted,7,11,531,526,536,4,1,530,554,528,533
27,accepted,4,9,516,511,521,4,1,515,544,513,518
28,accepted,10,14,550,545,555,4,1,550,569,548,553
29,accepted,20,26,535,530,540,1,1,534,562,532,537
30,rejected,20,29,489,484,494,,,,,,
