request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,46,48,555,545,565,4,1,555,562,550,560
2,accepted,6,23,446,436,456,4,1,440,486,438,448
3,accepted,10,19,456,446,466,4,1,451,476,449,459
4,accepted,21,29,454,444,464,3,1,454,477,449,459
5,accepted,40,58,475,465,485,1,1,471,519,468,478
6,accepted,52,55,527,517,537,2,1,537,544,527,537
7,accepted,38,44,520,510,530,3,1,520,537,515,525
8,accepted,40,56,464,454,474,1,1,471,511,463,473
9,accepted,36,59,454,444,464,1,1,460,524,452,462
10,accepted,8,20,451,441,461,4,1,445,479,443,453
11,accepted,43,59,521,511,531,2,1,511,557,511,521
12,accepted,41,47,530,520,540,3,1,528,550,524,534
13,accepted,47,56,556,546,566,5,1,555,578,551,561
14,accepted,53,58,502,492,512,1,1,503,519,498,508
15,accepted,38,53,522,512,532,3,1,520,563,516,526
16,accepted,40,43,536,526,546,4,1,537,544,532,542
17,accepted,13,29,462,452,472,5,1,461,507,457,467
18,accepted,8,13,418,408,428,3,1,419,429,414,424
19,accepted,47,53,554,544,564,5,1,555,567,550,560
20,accepted,57,59,513,503,523,1,1,515,524,509,519
21,accepted,48,60,562,552,572,4,1,563,593,558,568
22,accepted,45,52,542,532,552,3,1,542,560,537,547
23,accepted,41,46,523,513,533,3,1,528,545,521,531
24,accepted,33,54,518,508,528,5,1,519,570,514,524
25,accepted,34,57,520,510,530,5,1,522,581,516,526
26,accepted,50,53,534,524,544,2,1,533,539,529,539
27,accepted,35,48,479,469,489,2,1,487,526,478,488
28,accepted,33,44,518,508,528,5,1,519,546,514,524
29,accepted,35,49,523,513,533,5,1,525,559,519,529
30,accepted,32,38,516,506,526,4,1,517,530,512,522
31,accepted,37,60,489,479,499,2,1,494,562,487,497
32,accepted,34,44,520,510,530,5,1,522,546,516,526
33,accepted,39,46,529,519,539,4,1,534,554,527,537
34,accepted,1,18,434,424,444,5,1,434,477,429,439
35,accepted,41,58,519,509,529,3,1,528,579,519,529
36,accepted,46,52,555,545,565,4,1,555,570,550,560
37,accepted,57,58,513,503,523,1,1,515,519,509,519
38,accepted,11,23,458,448,468,4,1,454,486,451,461
39,accepted,28,30,448,438,458,2,1,448,454,443,453
40,accepted,37,55,473,463,483,1,1,463,507,463,473
41,accepted,4,30,441,431,451,5,1,441,511,436,446
42,accepted,39,41,499,489,509,2,1,499,503,494,504
43,accepted,6,22,446,436,456,5,1,447,485,442,452
44,accepted,47,55,487,477,497,1,1,490,507,484,494
45,accepted,35,53,523,513,533,5,1,525,567,519,529
46,accepted,39,41,531,521,541,3,1,523,527,522,532
47,accepted,31,53,469,459,479,2,1,477,539,468,478
48,accepted,23,30,489,479,499,4,1,487,511,483,493
49,accepted,5,29,444,434,454,5,1,444,507,439,449
50,accepted,42,44,541,531,551,5,1,541,546,536,546
51,accepted,55,57,507,497,517,1,1,508,514,503,513
52,accepted,24,26,491,481,501,4,1,490,497,486,496
53,accepted,15,28,469,459,479,4,1,466,504,463,473
54,accepted,33,57,518,508,528,5,1,519,581,514,524
55,accepted,26,30,488,478,498,4,1,498,511,488,498
56,accepted,1,27,434,424,444,5,1,434,499,429,439
57,accepted,53,60,574,564,584,4,1,574,593,569,579
58,accepted,36,54,526,516,536,5,1,529,570,523,533
59,accepted,36,41,494,484,504,2,1,491,503,488,498
60,accepted,16,18,449,439,459,3,1,440,446,440,450
