request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-2520,accepted,36,45,526,521,531,5,1,524,547,523,528,2,23
2,PB,-41400,accepted,36,44,526,521,531,5,1,524,543,523,528,2,19
3,PB,-24120,rejected,50,58,566,561,571,,,,,,,,
4,PB,-6840,accepted,51,52,497,492,502,1,1,497,499,494,499,0,2
5,PB,-11160,accepted,39,54,471,466,476,1,1,466,505,466,471,5,39
6,PB,-22680,accepted,47,48,530,525,535,3,1,527,529,525,530,3,2
7,PB,-5400,rejected,41,46,495,490,500,,,,,,,,
8,PB,-9720,accepted,37,47,529,524,534,5,1,527,556,526,531,2,29
9,PB,-9720,accepted,51,53,569,564,574,5,1,567,572,566,571,2,5
10,PB,-29880,accepted,35,37,523,518,528,5,1,520,526,519,524,3,6
11,PB,-11160,rejected,33,52,518,513,523,,,,,,,,
12,PB,-37080,accepted,5,13,431,426,436,4,1,429,446,428,433,2,17
13,PB,-11160,accepted,21,30,485,480,490,5,1,482,508,481,486,3,26
14,PB,-9720,rejected,40,59,536,531,541,,,,,,,,
15,PB,-15480,accepted,33,35,510,505,515,4,1,505,510,505,510,5,5
16,PB,-12600,rejected,33,40,518,513,523,,,,,,,,
17,PB,-6840,accepted,36,38,488,483,493,2,1,485,488,484,489,3,3
18,PB,-21240,rejected,5,13,444,439,449,,,,,,,,
19,PB,-34200,accepted,56,57,536,531,541,2,1,540,542,535,540,4,2
20,PB,-27000,accepted,45,56,552,547,557,5,1,548,581,548,553,4,33
21,PB,-3960,accepted,36,53,526,521,531,5,1,524,572,523,528,2,48
22,PB,-24120,rejected,32,47,516,511,521,,,,,,,,
23,PB,-35640,accepted,31,53,512,507,517,5,1,510,572,509,514,2,62
24,PB,-11160,accepted,35,53,489,484,494,3,1,493,540,489,494,4,47
25,PB,-37080,accepted,51,58,567,562,572,5,1,567,589,565,570,0,22
26,PB,-2520,accepted,12,22,460,455,465,5,1,456,483,456,461,4,27
27,PB,-32760,accepted,7,17,449,444,454,5,1,444,470,444,449,5,26
28,PB,-18360,accepted,21,28,485,480,490,5,1,482,501,481,486,3,19
29,PB,-25560,accepted,40,51,500,495,505,2,1,495,524,495,500,5,29
30,PB,-5400,accepted,39,58,463,458,468,1,1,466,520,462,467,3,54
31,PB,-25560,accepted,47,49,559,554,564,5,1,557,561,556,561,2,4
32,PB,-41400,accepted,21,25,485,480,490,5,1,482,491,481,486,3,9
33,PB,-2520,accepted,40,57,505,500,510,3,1,506,551,503,508,1,45
34,PB,-11160,accepted,34,44,520,515,525,5,1,517,543,516,521,3,26
35,PB,-9720,rejected,43,57,489,484,494,,,,,,,,
36,PB,-42840,accepted,31,40,481,476,486,3,1,483,505,480,485,2,22
37,PB,-15480,accepted,45,46,552,547,557,5,1,548,551,548,553,4,3
38,PB,-34200,accepted,51,55,569,564,574,5,1,567,577,566,571,2,10
39,PB,-15480,accepted,39,42,519,514,524,4,1,523,528,519,524,4,5
40,PB,-31320,accepted,46,59,555,550,560,5,1,552,594,551,556,3,42
41,PB,-25560,accepted,8,19,451,446,456,5,1,447,475,447,452,4,28
42,PB,-12600,accepted,33,55,446,441,451,1,1,450,509,446,451,4,59
43,PB,-34200,accepted,37,46,515,510,520,4,1,518,542,514,519,3,24
44,PB,-29880,accepted,52,58,531,526,536,2,1,528,547,527,532,3,19
45,PB,-34200,accepted,9,20,453,448,458,5,1,450,478,449,454,3,28
46,PB,-32760,accepted,14,19,457,452,462,4,1,452,465,452,457,5,13
47,PB,-21240,rejected,46,52,496,491,501,,,,,,,,
48,PB,-18360,accepted,34,52,520,515,525,5,1,517,569,516,521,3,52
49,PB,-32760,accepted,31,49,483,478,488,3,1,483,532,481,486,0,49
50,PB,-32760,accepted,33,44,472,467,477,2,1,476,505,472,477,4,29
51,PB,-11160,accepted,31,51,512,507,517,5,1,510,566,509,514,2,56
52,PB,-38520,accepted,14,28,466,461,471,5,1,462,501,462,467,4,39
53,PB,-18360,accepted,33,35,503,498,508,4,1,505,510,502,507,2,5
54,PB,-12600,accepted,49,57,564,559,569,5,1,562,584,561,566,2,22
55,PB,-9720,accepted,11,27,437,432,442,4,1,442,484,437,442,5,42
56,PB,-9720,accepted,49,54,516,511,521,2,1,519,531,515,520,3,12
57,PB,-1080,rejected,6,11,446,441,451,,,,,,,,
58,PB,-28440,accepted,7,21,449,444,454,5,1,444,481,444,449,5,37
59,PB,-31320,accepted,47,53,489,484,494,1,1,486,502,485,490,3,16
60,PB,-6840,rejected,33,49,518,513,523,,,,,,,,
61,RT,533,accepted,44,55,548,543,553,5,1,544,577,543.5,548.5,4,33
62,RT,476,accepted,39,50,488,483,493,2,1,492,521,487.5,492.5,4,29
63,RT,502,rejected,45,46,528,523,533,,,,,,,,
64,RT,371,accepted,10,28,384,379,389,3,1,384,431,381.5,386.5,0,47
65,RT,441,accepted,16,19,460,455,465,4,1,457,465,456,461,3,8
66,RT,432,accepted,31,35,440,435,445,1,1,444,455,439.5,444.5,4,11
67,RT,504,rejected,46,59,532,527,537,,,,,,,,
68,RT,496,rejected,44,53,504,499,509,,,,,,,,
69,RT,451,accepted,39,54,461,456,466,1,1,466,505,461,466,5,39
70,RT,434,accepted,8,30,451,446,456,5,1,447,508,446.5,451.5,4,61
71,RT,547,rejected,50,52,567,562,572,,,,,,,,
72,RT,511,accepted,37,44,529,524,534,5,1,527,543,525.5,530.5,2,16
73,RT,411,rejected,4,29,441,436,446,,,,,,,,
74,RT,492,rejected,32,43,516,511,521,,,,,,,,
75,RT,437,rejected,31,37,461,456,466,,,,,,,,
76,RT,411,rejected,3,19,439,434,444,,,,,,,,
77,RT,416,rejected,2,18,437,432,442,,,,,,,,
78,RT,495,rejected,28,29,504,499,509,,,,,,,,
79,RT,441,rejected,10,29,456,451,461,,,,,,,,
80,RT,428,rejected,3,12,439,434,444,,,,,,,,
81,RT,427,rejected,7,23,449,444,454,,,,,,,,
82,RT,492,accepted,31,59,512,507,517,5,1,510,594,508.5,513.5,2,84
83,RT,516,accepted,35,39,523,518,528,5,1,520,531,519,524,3,11
84,RT,487,accepted,51,52,497,492,502,1,1,497,499,494.5,499.5,0,2
85,RT,546,rejected,50,59,567,562,572,,,,,,,,
86,RT,512,rejected,33,53,518,513,523,,,,,,,,
87,RT,513,accepted,46,60,522,517,527,3,1,522,563,519.5,524.5,0,41
88,RT,416,rejected,2,14,437,432,442,,,,,,,,
89,RT,546,accepted,59,60,563,558,568,3,1,559,563,558.5,563.5,4,4
90,RT,488,rejected,31,43,512,507,517,,,,,,,,
91,RT,524,accepted,51,55,554,549,559,4,1,559,569,554,559,5,10
92,RT,524,rejected,38,49,531,526,536,,,,,,,,
93,RT,520,accepted,39,49,533,528,538,5,1,532,561,530,535,1,29
94,RT,441,rejected,10,17,456,451,461,,,,,,,,
95,RT,410,rejected,2,8,437,432,442,,,,,,,,
96,RT,428,rejected,5,12,444,439,449,,,,,,,,
