request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,3,17,471,461,481,3,2,472,500,467,477
1,accepted,7,15,474,464,484,3,2,477,498,471,481
2,accepted,27,37,511,501,521,3,2,515,523,508,518
3,accepted,24,25,431,421,441,4,1,431,434,426,436
4,accepted,30,33,442,432,452,3,1,432,433,432,442
5,accepted,35,47,496,486,506,1,2,491,516,489,499
6,accepted,38,43,450,440,460,3,1,444,454,442,452
7,accepted,4,10,474,464,484,3,2,473,483,469,479
8,accepted,33,40,511,501,521,2,2,506,523,504,514
9,accepted,14,17,458,448,468,1,2,448,452,448,458
10,accepted,2,14,467,457,477,3,2,470,496,464,474
11,accepted,33,34,464,454,474,4,1,459,459,457,467
12,accepted,31,43,445,435,455,4,1,455,480,445,455
13,accepted,38,44,514,504,524,2,2,517,529,511,521
14,accepted,17,20,413,403,423,3,1,410,413,407,417
15,accepted,4,24,454,444,464,2,2,452,486,448,458
16,accepted,17,23,450,440,460,1,2,453,456,447,457
17,accepted,32,40,494,484,504,1,2,487,505,486,496
18,accepted,12,17,486,476,496,3,2,490,500,483,493
19,accepted,37,41,439,429,449,3,1,439,451,434,444
20,accepted,7,11,447,437,457,2,2,456,463,447,457
21,accepted,43,47,483,473,493,4,1,481,483,477,487
22,accepted,13,18,373,363,383,2,1,373,382,368,378
23,accepted,33,43,511,501,521,2,2,506,526,504,514
24,accepted,31,34,476,466,486,1,2,484,488,475,485
25,accepted,28,45,467,457,477,1,2,473,511,465,475
26,accepted,11,19,483,473,493,3,2,485,502,479,489
27,accepted,44,49,438,428,448,2,1,439,443,434,444
28,accepted,27,30,417,407,427,2,1,416,418,412,422
29,accepted,31,35,508,498,518,2,2,502,508,500,510
30,accepted,44,47,420,410,430,1,1,420,423,415,425
31,accepted,41,47,442,432,452,3,1,452,457,442,452
32,accepted,31,43,455,445,465,4,1,455,480,450,460
33,accepted,13,14,452,442,462,1,2,443,447,443,453
34,accepted,35,48,460,450,470,4,1,462,484,456,466
35,accepted,35,41,465,455,475,4,1,462,477,459,469
36,accepted,48,49,468,458,478,3,1,459,460,459,469
37,accepted,16,21,458,448,468,1,2,451,454,450,460
38,accepted,39,45,442,432,452,2,1,432,439,432,442
39,accepted,30,39,491,481,501,2,2,498,518,490,500
40,accepted,4,24,472,462,482,3,2,473,506,468,478
41,accepted,10,22,467,457,477,2,2,463,484,460,470
42,accepted,42,48,523,513,533,2,2,526,532,520,530
43,accepted,33,49,450,440,460,4,1,459,486,450,460
44,accepted,30,35,483,473,493,1,2,480,490,477,487
45,accepted,1,13,447,437,457,2,2,450,470,444,454
46,accepted,29,38,467,457,477,1,2,477,498,467,477
47,accepted,27,36,509,499,519,3,2,515,521,507,517
48,accepted,38,49,511,501,521,2,2,517,534,509,519
49,rejected,32,35,474,464.0,484.0,,,,,,
