request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-31320,accepted,31,32,458,453,463,3,1,457,459,455,460,1,2
2,PB,-3960,rejected,4,16,410,405,415,,,,,,,,
3,PB,-32760,accepted,7,13,413,408,418,3,1,408,421,408,413,5,13
4,PB,-37080,accepted,14,19,407,402,412,2,1,407,419,405,410,0,12
5,PB,-9720,accepted,27,39,417,412,422,1,1,422,448,417,422,5,26
6,PB,-16920,accepted,35,37,443,438,448,1,1,440,443,438,443,3,3
7,PB,-42840,accepted,26,29,440,435,445,3,1,445,450,440,445,5,5
8,PB,-29880,rejected,27,37,406,401,411,,,,,,,,
9,PB,-14040,rejected,24,39,403,398,408,,,,,,,,
10,PB,-18360,rejected,5,13,411,406,416,,,,,,,,
11,PB,-31320,accepted,29,40,440,435,445,2,1,441,469,438,443,1,28
12,PB,-3960,rejected,28,31,445,440,450,,,,,,,,
13,PB,-42840,accepted,31,37,458,453,463,3,1,457,471,455,460,1,14
14,PB,-35640,rejected,35,39,429,424,434,,,,,,,,
15,PB,-9720,rejected,25,36,441,436,446,,,,,,,,
16,PB,-41400,accepted,27,29,449,444,454,3,1,447,450,446,451,2,3
17,PB,-34200,accepted,9,20,416,411,421,3,1,411,436,411,416,5,25
18,PB,-11160,accepted,5,9,389,384,394,2,1,389,394,387,392,0,5
19,PB,-29880,accepted,31,36,457,452,462,3,1,457,468,455,460,0,11
20,PB,-3960,rejected,38,39,433,428,438,,,,,,,,
21,PB,-39960,accepted,32,40,461,456,466,3,1,460,479,458,463,1,19
22,PB,-41400,accepted,30,35,451,446,456,3,1,454,465,450,455,3,11
23,PB,-1080,accepted,28,31,441,436,446,2,1,439,446,437,442,2,7
24,PB,-24120,rejected,22,36,441,436,446,,,,,,,,
25,PB,-6840,rejected,23,38,444,439,449,,,,,,,,
26,PB,-35640,accepted,33,35,447,442,452,2,1,452,455,447,452,5,3
27,PB,-38520,accepted,23,32,419,414,424,1,1,417,434,416,421,2,17
28,PB,-27000,rejected,22,29,443,438,448,,,,,,,,
29,PB,-35640,accepted,24,33,445,440,450,3,1,442,461,441,446,3,19
30,PB,-25560,accepted,21,26,441,436,446,3,1,438,444,437,442,3,6
31,PB,-25560,accepted,25,40,424,419,429,1,1,420,451,420,425,4,31
32,PB,-31320,accepted,23,30,444,439,449,3,1,440,453,440,445,4,13
33,PB,-15480,accepted,26,31,445,440,450,3,1,445,456,443,448,0,11
34,PB,-11160,accepted,1,12,405,400,410,3,1,402,419,401,406,3,17
35,PB,-39960,accepted,28,39,440,435,445,2,1,439,466,437,442,1,27
36,PB,-31320,accepted,31,35,458,453,463,3,1,457,465,455,460,1,8
37,PB,-22680,rejected,38,39,436,431,441,,,,,,,,
38,PB,-9720,rejected,8,16,413,408,418,,,,,,,,
39,PB,-34200,accepted,19,20,404,399,409,1,1,404,406,402,407,0,2
40,PB,-5400,accepted,25,37,417,412,422,1,1,420,443,416,421,3,23
41,RT,405,rejected,15,20,429,424,434,,,,,,,,
42,RT,397,rejected,7,18,413,408,418,,,,,,,,
43,RT,436,accepted,33,36,463,458,468,3,1,462,468,460,465,1,6
44,RT,424,accepted,35,37,454,449,459,2,1,456,461,452.5,457.5,2,5
45,RT,395,accepted,25,35,419,414,424,1,1,420,439,417,422,1,19
46,RT,413,rejected,22,39,443,438,448,,,,,,,,
47,RT,403,rejected,4,16,410,405,415,,,,,,,,
48,RT,433,accepted,33,34,462,457,467,3,1,462,463,459.5,464.5,0,1
49,RT,415,rejected,15,20,429,424,434,,,,,,,,
50,RT,418,rejected,22,27,443,438,448,,,,,,,,
51,RT,400,rejected,6,15,412,407,417,,,,,,,,
52,RT,385,accepted,7,20,413,408,418,3,1,408,436,408,413,5,28
53,RT,436,accepted,24,31,445,440,450,3,1,442,456,441,446,3,14
54,RT,403,rejected,6,7,412,407,417,,,,,,,,
55,RT,414,accepted,27,28,425,420,430,1,1,422,424,421,426,3,2
56,RT,383,rejected,1,15,405,400,410,,,,,,,,
57,RT,434,accepted,36,40,459,454,464,2,1,459,469,456.5,461.5,0,10
58,RT,420,rejected,16,17,431,426,436,,,,,,,,
59,RT,429,accepted,30,40,455,450,460,3,1,454,479,452,457,1,25
60,RT,397,rejected,4,8,410,405,415,,,,,,,,
61,RT,408,rejected,32,33,418,413,423,,,,,,,,
62,RT,411,accepted,28,37,440,435,445,2,1,439,461,437,442,1,22
63,RT,440,accepted,35,36,466,461,471,3,1,466,468,463.5,468.5,0,2
64,RT,437,accepted,24,37,445,440,450,3,1,442,471,441,446,3,29
65,RT,395,rejected,11,18,421,416,426,,,,,,,,
66,RT,442,accepted,36,39,468,463,473,3,1,469,476,466,471,1,7
67,RT,378,rejected,8,17,407,402,412,,,,,,,,
68,RT,384,accepted,21,25,411,406,416,1,1,415,419,410.5,415.5,4,4
69,RT,431,accepted,36,37,457,452,462,2,1,459,461,455.5,460.5,2,2
70,RT,428,accepted,17,19,433,428,438,3,1,430,433,429,434,3,3
71,RT,417,accepted,22,29,434,429,439,2,1,429,440,429,434,5,11
72,RT,381,rejected,2,4,408,403,413,,,,,,,,
73,RT,402,rejected,10,18,418,413,423,,,,,,,,
74,RT,421,accepted,23,27,444,439,449,3,1,440,446,439.5,444.5,4,6
75,RT,433,accepted,26,35,439,434,444,2,1,434,455,434,439,5,21
76,RT,403,accepted,16,18,412,407,417,2,1,412,416,409,414,0,4
77,RT,386,rejected,2,18,408,403,413,,,,,,,,
78,RT,404,accepted,15,18,411,406,416,2,1,409,416,407.5,412.5,2,7
79,RT,394,accepted,10,17,418,413,423,3,1,414,429,413.5,418.5,4,15
80,RT,417,accepted,32,34,431,426,436,1,1,435,437,430.5,435.5,4,2
