request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,rejected,14,18,419,414,424,,,,,,
2,accepted,27,35,449,444,454,3,1,448,465,446,451
3,accepted,30,35,455,450,460,3,1,455,465,453,458
4,accepted,9,14,416,411,421,3,1,413,425,412,417
5,accepted,28,38,424,419,429,1,1,427,451,423,428
6,accepted,4,20,410,405,415,3,1,405,438,405,410
7,accepted,10,11,418,413,423,3,1,416,418,415,420
8,accepted,25,27,434,429,439,2,1,436,437,433,438
9,accepted,13,17,425,420,430,3,1,424,431,422,427
10,accepted,1,4,405,400,410,3,1,401,404,401,406
11,accepted,11,15,378,373,383,1,1,378,385,376,381
12,rejected,28,33,452,447,457,,,,,,
13,rejected,21,23,402,397,407,,,,,,
14,accepted,29,40,451,446,456,3,1,452,479,449,454
15,accepted,13,19,426,421,431,3,1,424,435,423,428
16,rejected,22,34,443,438,448,,,,,,
17,accepted,30,39,448,443,453,2,1,443,462,443,448
18,accepted,2,12,389,384,394,2,1,389,404,387,392
19,accepted,32,36,441,436,446,1,1,438,445,437,442
20,rejected,35,39,423,418,428,,,,,,
21,accepted,28,37,429,424,434,1,1,427,448,426,431
22,accepted,9,12,416,411,421,3,1,413,421,412,417
23,accepted,23,36,443,438,448,3,1,442,468,440,445
24,rejected,28,29,452,447,457,,,,,,
25,rejected,24,28,441,436,446,,,,,,
26,rejected,26,37,448,443,453,,,,,,
27,accepted,33,36,442,437,447,1,1,440,445,439,444
28,rejected,27,29,406,401,411,,,,,,
29,rejected,22,31,443,438,448,,,,,,
30,accepted,4,13,410,405,415,3,1,405,423,405,410
31,rejected,37,38,427,422,432,,,,,,
32,accepted,4,11,410,405,415,3,1,405,418,405,410
33,accepted,29,30,424,419,429,1,1,429,431,424,429
34,accepted,7,10,413,408,418,3,1,410,415,409,414
35,accepted,27,35,435,430,440,2,1,438,453,434,439
36,accepted,5,11,411,406,416,3,1,407,418,407,412
37,accepted,24,39,445,440,450,3,1,444,476,442,447
38,accepted,17,19,415,410,420,2,1,414,417,412,417
39,accepted,32,35,445,440,450,2,1,449,453,445,450
40,rejected,34,35,421,416,426,,,,,,
