request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,23,24,617,612,622,4,1,620,626,616,621
2,accepted,3,12,511,506,516,4,1,509,557,508,513
3,accepted,5,10,498,493,503,3,1,498,523,496,501
4,accepted,11,14,478,473,483,2,1,478,492,476,481
5,rejected,20,29,504,499,509,,,,,,
6,rejected,26,28,568,563,573,,,,,,
7,accepted,20,22,560,555,565,2,1,555,564,555,560
8,rejected,20,28,464,459,469,,,,,,
9,rejected,18,30,468,463,473,,,,,,
10,accepted,4,10,516,511,521,4,1,515,549,513,518
11,accepted,22,30,561,556,566,2,1,565,611,561,566
12,rejected,21,24,572,567,577,,,,,,
13,accepted,24,28,605,600,610,3,1,610,626,605,610
14,rejected,27,29,533,528,538,,,,,,
15,rejected,19,27,562,557,567,,,,,,
16,accepted,20,22,603,598,608,4,1,606,613,602,607
17,accepted,7,15,531,526,536,4,1,530,583,528,533
18,accepted,4,7,432,427,437,1,1,432,446,430,435
19,accepted,24,27,602,597,607,1,1,597,609,597,602
20,rejected,28,29,543,538,548,,,,,,
21,accepted,24,30,615,610,620,3,1,610,643,610,615
22,accepted,23,26,587,582,592,1,1,590,604,586,591
23,accepted,21,23,564,559,569,2,1,560,570,560,565
24,accepted,17,27,562,557,567,1,1,563,609,560,565
25,accepted,17,29,591,586,596,4,1,591,649,589,594
26,accepted,25,27,577,572,582,2,1,582,588,577,582
27,rejected,18,24,508,503,513,,,,,,
28,accepted,17,22,591,586,596,4,1,591,613,589,594
29,accepted,18,25,594,589,599,4,1,595,630,592,597
30,accepted,16,19,585,580,590,4,1,585,600,583,588
