request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,44,46,483,478,488,2,1,479,480,479,484
1,accepted,39,50,526,521,531,3,2,531,538,526,531
2,accepted,18,24,434,429,439,4,1,434,438,432,437
3,accepted,39,40,525,520,530,1,2,523,527,522,527
4,accepted,33,50,478,473,483,4,1,479,510,476,481
5,accepted,33,48,435,430,440,1,1,434,453,432,437
6,accepted,43,44,497,492,502,4,1,496,498,494,499
7,accepted,37,47,487,482,492,4,1,485,502,484,489
8,accepted,17,20,413,408,418,3,1,413,416,411,416
9,accepted,8,16,460,455,465,1,2,465,478,460,465
10,accepted,26,35,476,471,481,4,1,471,481,471,476
11,accepted,38,42,521,516,526,1,2,521,529,519,524
12,accepted,38,41,458,453,463,3,1,457,464,455,460
13,accepted,5,19,466,461,471,1,2,462,482,462,467
14,accepted,33,35,474,469,479,4,1,479,481,474,479
15,accepted,17,23,476,471,481,1,2,481,491,476,481
16,rejected,45,48,506,501,511,,,,,,
17,accepted,38,49,516,511,521,1,2,521,534,516,521
18,accepted,36,47,460,455,465,2,1,463,483,459,464
19,rejected,48,49,515,510,520,,,,,,
20,accepted,6,11,481,476,486,3,2,480,485,478,483
21,accepted,5,20,459,454,464,1,2,462,485,458,463
22,rejected,42,46,504,499,509,,,,,,
23,rejected,33,49,450,445,455,,,,,,
24,rejected,9,16,451,446,456,,,,,,
25,accepted,33,39,460,455,465,2,1,460,471,458,463
26,accepted,36,49,478,473,483,4,1,483,505,478,483
27,rejected,29,44,487,482,492,,,,,,
28,accepted,18,20,413,408,418,2,1,413,416,411,416
29,rejected,35,41,502,497,507,,,,,,
