request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-2520,accepted,24,30,445,440,450,3,1,446,454,443,448,1,8
2,PB,-41400,accepted,24,30,445,440,450,3,1,446,454,443,448,1,8
3,PB,-24120,accepted,33,38,463,458,468,2,1,463,472,460,465,0,9
4,PB,-6840,rejected,34,35,421,416,426,,,,,,,,
5,PB,-11160,rejected,27,36,416,411,421,,,,,,,,
6,PB,-22680,accepted,31,32,445,440,450,1,1,440,442,440,445,5,2
7,PB,-5400,accepted,28,31,428,423,433,1,1,432,439,428,433,4,7
8,PB,-9720,accepted,25,32,445,440,450,2,1,443,460,442,447,2,17
9,PB,-9720,accepted,34,36,464,459,469,3,1,464,468,462,467,0,4
10,PB,-29880,accepted,24,25,445,440,450,2,1,440,442,440,445,5,2
11,PB,-11160,accepted,22,35,443,438,448,3,1,442,465,440,445,1,23
12,PB,-37080,accepted,4,9,395,390,400,2,1,395,400,393,398,0,5
13,PB,-11160,accepted,14,20,427,422,432,3,1,425,438,424,429,2,13
14,PB,-9720,accepted,27,40,449,444,454,3,1,450,479,447,452,1,29
15,PB,-15480,accepted,22,24,435,430,440,2,1,437,439,434,439,2,2
16,PB,-12600,accepted,22,27,443,438,448,3,1,442,449,440,445,1,7
17,PB,-6840,accepted,25,26,424,419,429,1,1,425,426,423,428,1,1
18,PB,-21240,accepted,4,9,410,405,415,3,1,405,412,405,410,5,7
19,PB,-34200,accepted,37,38,448,443,453,1,1,453,455,448,453,5,2
20,PB,-27000,accepted,30,37,455,450,460,2,1,455,469,452,457,0,14
21,PB,-3960,accepted,24,36,445,440,450,3,1,446,468,443,448,1,22
22,PB,-24120,accepted,22,31,443,438,448,3,1,442,457,440,445,1,15
23,PB,-35640,accepted,21,35,441,436,446,3,1,440,465,438,443,1,25
24,PB,-11160,accepted,23,36,424,419,429,1,1,422,449,421,426,2,27
25,PB,-37080,accepted,34,39,463,458,468,2,1,465,475,461,466,2,10
26,PB,-2520,accepted,9,15,416,411,421,3,1,413,426,412,417,3,13
27,PB,-32760,accepted,5,12,411,406,416,3,1,407,421,407,412,4,14
28,PB,-18360,accepted,14,19,427,422,432,3,1,425,435,424,429,2,10
29,PB,-25560,accepted,27,34,430,425,435,1,1,429,445,428,433,1,16
30,PB,-5400,rejected,27,38,412,407,417,,,,,,,,
31,PB,-25560,accepted,32,33,461,456,466,2,1,461,462,458,463,0,1
32,PB,-41400,accepted,14,17,427,422,432,3,1,425,431,424,429,2,6
33,PB,-2520,accepted,27,38,432,427,437,1,1,429,455,429,434,3,26
34,PB,-11160,accepted,23,30,444,439,449,3,1,444,454,442,447,0,10
35,PB,-9720,rejected,29,38,425,420,430,,,,,,,,
36,PB,-42840,accepted,21,27,421,416,426,1,1,420,428,419,424,1,8
37,PB,-15480,accepted,30,31,455,450,460,3,1,455,457,453,458,0,2
38,PB,-34200,accepted,34,36,464,459,469,3,1,464,468,462,467,0,4
39,PB,-15480,accepted,26,28,440,435,445,2,1,445,449,440,445,5,4
40,PB,-31320,accepted,31,39,458,453,463,2,1,458,475,455,460,0,17
41,RT,431,rejected,33,35,444,439,449,,,,,,,,
42,RT,386,rejected,2,19,408,403,413,,,,,,,,
43,RT,406,rejected,8,11,413,408,418,,,,,,,,
44,RT,433,accepted,22,24,443,438,448,3,1,442,445,440,445,1,3
45,RT,432,rejected,33,36,439,434,444,,,,,,,,
46,RT,410,accepted,10,19,418,413,423,3,1,416,435,414.5,419.5,2,19
47,RT,407,rejected,35,36,423,418,428,,,,,,,,
48,RT,395,rejected,22,26,413,408,418,,,,,,,,
49,RT,433,rejected,29,31,441,436,446,,,,,,,,
50,RT,433,rejected,33,36,441,436,446,,,,,,,,
51,RT,422,accepted,24,27,445,440,450,3,1,446,449,443,448,1,3
52,RT,425,rejected,32,34,453,448,458,,,,,,,,
53,RT,385,accepted,1,9,405,400,410,3,1,401,412,400.5,405.5,4,11
54,RT,426,accepted,31,37,456,451,461,2,1,458,469,454,459,2,11
55,RT,417,accepted,25,31,430,425,435,1,1,425,439,425,430,5,14
56,RT,439,rejected,33,36,459,454,464,,,,,,,,
57,RT,413,accepted,30,39,439,434,444,1,1,437,458,435.5,440.5,2,21
58,RT,393,accepted,9,11,416,411,421,3,1,413,418,412,417,3,5
59,RT,400,rejected,24,35,421,416,426,,,,,,,,
60,RT,424,accepted,22,36,443,438,448,3,1,442,468,440,445,1,26
61,RT,421,rejected,31,38,433,428,438,,,,,,,,
62,RT,443,accepted,30,31,453,448,458,2,1,455,457,451.5,456.5,2,2
63,RT,458,accepted,34,35,464,459,469,3,1,464,465,461.5,466.5,0,1
64,RT,402,accepted,27,29,430,425,435,1,1,429,433,427,432,1,4
65,RT,428,accepted,29,39,451,446,456,2,1,452,475,449,454,1,23
66,RT,431,accepted,31,40,444,439,449,1,1,440,461,439.5,444.5,4,21
67,RT,437,accepted,24,33,445,440,450,2,1,440,462,440,445,5,22
68,RT,399,rejected,26,36,411,406,416,,,,,,,,
69,RT,422,accepted,30,34,439,434,444,1,1,437,445,435.5,440.5,2,8
70,RT,453,accepted,34,35,464,459,469,3,1,464,465,461.5,466.5,0,1
71,RT,427,accepted,24,27,445,440,450,3,1,446,449,443,448,1,3
72,RT,388,rejected,3,19,409,404,414,,,,,,,,
73,RT,419,accepted,22,27,443,438,448,3,1,442,449,440,445,1,7
74,RT,400,rejected,21,25,412,407,417,,,,,,,,
75,RT,413,accepted,21,31,441,436,446,3,1,440,457,438,443,1,17
76,RT,376,accepted,1,12,405,400,410,3,1,401,421,400.5,405.5,4,20
77,RT,410,rejected,15,16,429,424,434,,,,,,,,
78,RT,395,accepted,7,19,413,408,418,3,1,410,435,409,414,3,25
79,RT,432,accepted,24,27,445,440,450,3,1,446,449,443,448,1,3
80,RT,380,rejected,5,16,407,402,412,,,,,,,,
