request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,28,43,452,447,457,4,1,448,478,448,453
1,accepted,28,31,422,417,427,2,1,417,422,417,422
2,accepted,29,32,501,496,506,3,2,498,501,497,502
3,accepted,28,31,483,478,488,2,2,482,487,480,485
4,accepted,8,19,383,378,388,2,1,383,399,381,386
5,accepted,38,42,464,459,469,4,1,467,477,463,468
6,accepted,31,43,474,469,479,1,2,473,493,471,476
7,accepted,27,30,461,456,466,1,2,466,468,461,466
8,accepted,34,48,499,494,504,3,2,504,529,499,504
9,accepted,18,22,475,470,480,3,2,475,479,473,478
10,accepted,35,41,511,506,516,3,2,506,521,506,511
11,accepted,35,47,496,491,501,2,2,494,514,493,498
12,accepted,29,35,432,427,437,3,1,429,435,428,433
13,accepted,26,34,458,453,463,1,2,463,477,458,463
14,accepted,37,41,467,462,472,4,1,462,474,462,467
15,accepted,33,49,481,476,486,1,2,477,502,477,482
16,accepted,37,47,487,482,492,1,2,483,499,483,488
17,accepted,46,50,498,493,503,1,2,497,507,495,500
18,accepted,33,39,460,455,465,4,1,457,468,456,461
19,accepted,26,36,442,437,447,4,1,442,459,440,445
20,accepted,34,39,487,482,492,2,2,492,503,487,492
21,accepted,9,24,443,438,448,1,2,438,457,438,443
22,accepted,40,43,517,512,522,3,2,521,525,517,522
23,accepted,14,20,419,414,424,4,1,419,426,417,422
24,accepted,14,24,468,463,473,3,2,470,487,467,472
25,accepted,2,18,395,390,400,3,1,394,413,392,397
26,accepted,29,47,448,443,453,4,1,452,484,448,453
27,accepted,1,23,450,445,455,3,2,455,482,450,455
28,accepted,27,48,481,476,486,2,2,479,515,478,483
29,rejected,32,35,483,478.0,488.0,,,,,,
30,accepted,28,44,480,475,485,2,2,482,510,479,484
31,accepted,29,30,450,445,455,4,1,452,454,449,454
32,rejected,3,20,465,460.0,470.0,,,,,,
33,accepted,28,47,400,395,405,1,1,400,421,398,403
34,rejected,13,20,466,461.0,471.0,,,,,,
35,rejected,34,47,515,510.0,520.0,,,,,,
36,rejected,44,50,476,471.0,481.0,,,,,,
37,accepted,26,47,492,487,497,3,2,493,528,490,495
38,rejected,42,48,447,442.0,452.0,,,,,,
39,rejected,10,19,432,427.0,437.0,,,,,,
40,accepted,47,49,530,525,535,3,2,529,531,527,532
41,rejected,26,35,483,478.0,488.0,,,,,,
42,rejected,29,40,489,484.0,494.0,,,,,,
43,rejected,11,19,483,478.0,488.0,,,,,,
44,accepted,32,35,481,476,486,1,2,476,479,476,481
45,rejected,36,46,437,432.0,442.0,,,,,,
46,rejected,26,27,484,479.0,489.0,,,,,,
47,accepted,39,46,464,459,469,4,1,469,481,464,469
48,accepted,27,39,480,475,485,2,2,479,503,477,482
49,accepted,41,42,520,515,525,3,2,522,524,519,524
