request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
0,PB,-3821,accepted,7,15,474,469.0,479.0,2,2,478,499,474,479,4,21
1,PB,-3308,accepted,38,43,450,445.0,455.0,2,1,449,459,447,452,1,10
2,PB,-3302,accepted,4,10,474,469.0,479.0,2,2,474,484,472,477,0,10
3,PB,-3170,accepted,33,40,511,506.0,516.0,4,2,515,531,511,516,4,16
4,PB,-3021,accepted,33,34,464,459.0,469.0,1,2,469,469,464,469,5,0
5,PB,-2955,accepted,31,43,445,440.0,450.0,4,1,450,469,445,450,5,19
6,PB,-2920,accepted,38,44,514,509.0,519.0,3,2,511,523,510,515,3,12
7,PB,-2853,accepted,17,20,413,408.0,418.0,4,1,413,416,411,416,0,3
8,PB,-2727,accepted,17,23,450,445.0,455.0,1,2,445,448,445,450,5,3
9,PB,-2691,accepted,32,40,494,489.0,499.0,3,2,499,517,494,499,5,18
10,PB,-2676,accepted,12,17,486,481.0,491.0,4,2,486,496,484,489,0,10
11,PB,-2580,accepted,37,41,439,434.0,444.0,2,1,444,456,439,444,5,12
12,PB,-2467,accepted,43,47,483,478.0,488.0,1,2,486,493,482,487,3,7
13,PB,-2334,accepted,33,43,511,506.0,516.0,4,2,515,534,511,516,4,19
14,PB,-2301,accepted,28,45,467,462.0,472.0,1,2,465,488,464,469,2,23
15,PB,-2218,accepted,44,49,438,433.0,443.0,3,1,443,449,438,443,5,6
16,PB,-2173,accepted,27,30,417,412.0,422.0,3,1,415,417,414,419,2,2
17,PB,-2149,accepted,44,47,420,415.0,425.0,1,1,419,422,417,422,1,3
18,PB,-2066,accepted,41,47,442,437.0,447.0,3,1,437,446,437,442,5,9
19,PB,-2052,accepted,31,43,455,450.0,460.0,4,1,450,469,450,455,5,19
20,PB,-2023,accepted,35,48,460,455.0,465.0,4,1,456,473,456,461,4,17
21,PB,-1879,rejected,35,41,465,460.0,470.0,,,,,,,,
22,PB,-1753,accepted,48,49,468,463.0,473.0,2,1,464,465,464,469,4,1
23,PB,-1700,rejected,30,39,491,486.0,496.0,,,,,,,,
24,PB,-1575,rejected,10,22,467,462.0,472.0,,,,,,,,
25,PB,-1358,accepted,42,48,523,518.0,528.0,3,2,520,529,519,524,3,9
26,PB,-1314,rejected,1,13,447,442.0,452.0,,,,,,,,
27,PB,-1206,rejected,29,38,467,462.0,472.0,,,,,,,,
28,PB,-1047,accepted,38,49,511,506.0,516.0,3,2,511,531,508,513,0,20
29,PB,-1010,rejected,32,35,474,469.0,479.0,,,,,,,,
30,RT,391,rejected,35,49,410,405.0,415.0,,,,,,,,
31,RT,394,rejected,31,48,413,408.0,418.0,,,,,,,,
32,RT,396,accepted,36,48,417,412.0,422.0,3,1,422,447,417,422,5,25
33,RT,396,rejected,32,48,411,406.0,416.0,,,,,,,,
34,RT,397,rejected,8,13,413,408.0,418.0,,,,,,,,
35,RT,399,rejected,30,41,428,423.0,433.0,,,,,,,,
36,RT,401,accepted,38,49,428,423.0,433.0,3,1,429,449,426,431,1,20
37,RT,401,rejected,28,31,414,409.0,419.0,,,,,,,,
38,RT,404,rejected,9,16,419,414.0,424.0,,,,,,,,
39,RT,407,rejected,15,17,428,423.0,433.0,,,,,,,,
40,RT,413,rejected,42,47,425,420.0,430.0,,,,,,,,
41,RT,417,accepted,35,49,442,437.0,447.0,2,1,441,465,439,444,1,24
42,RT,419,rejected,3,21,444,439.0,449.0,,,,,,,,
43,RT,419,accepted,29,47,439,434.0,444.0,4,1,443,472,438.5,443.5,4,29
44,RT,420,accepted,37,38,449,444.0,454.0,2,1,444,448,444,449,5,4
45,RT,421,rejected,9,24,442,437.0,447.0,,,,,,,,
46,RT,422,accepted,29,49,438,433.0,443.0,2,1,434,465,433.5,438.5,4,31
47,RT,423,rejected,21,22,442,437.0,447.0,,,,,,,,
48,RT,425,accepted,28,30,438,433.0,443.0,4,1,439,445,436,441,1,6
49,RT,428,rejected,1,22,450,445.0,455.0,,,,,,,,
50,RT,429,accepted,44,50,446,441.0,451.0,3,1,443,454,442,447,3,11
51,RT,431,accepted,48,49,450,445.0,455.0,3,1,448,449,446.5,451.5,2,1
52,RT,432,rejected,19,21,458,453.0,463.0,,,,,,,,
53,RT,432,rejected,33,41,457,452.0,462.0,,,,,,,,
54,RT,433,rejected,33,42,457,452.0,462.0,,,,,,,,
55,RT,436,accepted,6,17,465,460.0,470.0,3,2,464,481,462,467,1,17
56,RT,437,accepted,27,39,463,458.0,468.0,1,2,462,480,460,465,1,18
57,RT,437,rejected,33,36,448,443.0,453.0,,,,,,,,
58,RT,438,accepted,2,6,464,459.0,469.0,3,2,459,463,459,464,5,4
59,RT,439,rejected,9,10,463,458.0,468.0,,,,,,,,
60,RT,440,rejected,1,13,465,460.0,470.0,,,,,,,,
61,RT,442,rejected,36,50,464,459.0,469.0,,,,,,,,
62,RT,446,rejected,31,43,466,461.0,471.0,,,,,,,,
63,RT,448,rejected,31,46,464,459.0,469.0,,,,,,,,
64,RT,448,rejected,6,9,456,451.0,461.0,,,,,,,,
65,RT,448,rejected,2,25,478,473.0,483.0,,,,,,,,
66,RT,450,accepted,37,42,472,467.0,477.0,1,2,474,484,470.5,475.5,2,10
67,RT,451,rejected,10,15,457,452.0,462.0,,,,,,,,
68,RT,451,rejected,19,21,465,460.0,470.0,,,,,,,,
69,RT,451,rejected,43,50,476,471.0,481.0,,,,,,,,
70,RT,452,rejected,2,3,472,467.0,477.0,,,,,,,,
71,RT,456,rejected,10,24,467,462.0,472.0,,,,,,,,
72,RT,459,accepted,39,50,478,473.0,483.0,1,2,481,495,477,482,3,14
73,RT,459,rejected,31,50,481,476.0,486.0,,,,,,,,
74,RT,460,rejected,31,36,487,482.0,492.0,,,,,,,,
