request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,7,15,474,469,479,2,2,478,499,474,479
1,accepted,38,43,450,445,455,2,1,449,459,447,452
2,accepted,4,10,474,469,479,2,2,474,484,472,477
3,accepted,33,40,511,506,516,4,2,515,531,511,516
4,accepted,33,34,464,459,469,1,2,469,469,464,469
5,accepted,31,43,445,440,450,4,1,450,469,445,450
6,accepted,38,44,514,509,519,3,2,510,522,510,515
7,accepted,17,20,413,408,418,4,1,413,416,411,416
8,accepted,17,23,450,445,455,1,2,445,448,445,450
9,accepted,32,40,494,489,499,3,2,499,516,494,499
10,accepted,12,17,486,481,491,4,2,486,496,484,489
11,accepted,37,41,439,434,444,2,1,444,456,439,444
12,accepted,43,47,483,478,488,1,2,485,492,482,487
13,accepted,33,43,511,506,516,4,2,515,534,511,516
14,accepted,28,45,467,462,472,1,2,465,487,464,469
15,accepted,44,49,438,433,443,3,1,443,449,438,443
16,accepted,27,30,417,412,422,3,1,415,417,414,419
17,accepted,44,47,420,415,425,1,1,419,422,417,422
18,accepted,41,47,442,437,447,3,1,437,446,437,442
19,accepted,31,43,455,450,460,4,1,450,469,450,455
20,accepted,35,48,460,455,465,4,1,456,473,456,461
21,rejected,35,41,465,460.0,470.0,,,,,,
22,accepted,48,49,468,463,473,2,1,464,465,464,469
23,rejected,30,39,491,486.0,496.0,,,,,,
24,rejected,10,22,467,462.0,472.0,,,,,,
25,accepted,42,48,523,518,528,3,2,519,525,519,524
26,rejected,1,13,447,442.0,452.0,,,,,,
27,rejected,29,38,467,462.0,472.0,,,,,,
28,accepted,38,49,511,506,516,3,2,510,527,508,513
29,rejected,32,35,474,469.0,479.0,,,,,,
