request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,3,17,471,466,476,4,2,471,499,469,474
1,accepted,7,15,474,469,479,4,2,476,497,473,478
2,accepted,27,37,511,506,516,4,2,514,522,510,515
3,accepted,24,25,431,426,436,4,1,426,429,426,431
4,accepted,30,33,442,437,447,4,1,437,444,437,442
5,accepted,35,47,496,491,501,1,2,493,513,492,497
6,accepted,38,43,450,445,455,4,1,455,460,450,455
7,accepted,4,10,474,469,479,4,2,472,482,471,476
8,accepted,33,40,511,506,516,2,2,508,525,507,512
9,accepted,14,17,458,453,463,1,2,462,465,458,463
10,accepted,2,14,467,462,472,4,2,469,495,466,471
11,accepted,33,34,464,459,469,3,2,469,469,464,469
12,accepted,31,43,445,440,450,4,1,441,460,441,446
13,accepted,38,44,514,509,519,2,2,519,531,514,519
14,accepted,17,20,413,408,418,4,1,415,418,412,417
15,accepted,4,24,454,449,459,2,2,458,488,454,459
16,accepted,17,23,450,445,455,3,2,445,448,445,450
17,accepted,32,40,494,489,499,1,2,489,507,489,494
18,accepted,12,17,486,481,491,4,2,489,499,485,490
19,accepted,37,41,439,434,444,2,1,434,446,434,439
20,accepted,7,11,447,442,452,1,2,444,449,443,448
21,accepted,43,47,483,478,488,3,2,485,492,482,487
22,accepted,13,18,373,368,378,3,1,373,382,371,376
23,accepted,33,43,511,506,516,2,2,508,528,507,512
24,rejected,31,34,476,471.0,481.0,,,,,,
25,accepted,28,45,467,462,472,3,2,465,487,464,469
26,accepted,11,19,483,478,488,4,2,484,501,481,486
27,rejected,44,49,438,433.0,443.0,,,,,,
28,accepted,27,30,417,412,422,1,1,413,415,413,418
29,accepted,31,35,508,503,513,2,2,504,510,504,509
30,accepted,44,47,420,415,425,3,1,419,422,417,422
31,accepted,41,47,442,437,447,2,1,447,452,442,447
32,rejected,31,43,455,450.0,460.0,,,,,,
33,accepted,13,14,452,447,457,1,2,457,461,452,457
34,rejected,35,48,460,455.0,465.0,,,,,,
35,rejected,35,41,465,460.0,470.0,,,,,,
36,rejected,48,49,468,463.0,473.0,,,,,,
37,rejected,16,21,458,453.0,463.0,,,,,,
38,rejected,39,45,442,437.0,447.0,,,,,,
39,accepted,30,39,491,486,496,1,2,488,502,487,492
40,accepted,4,24,472,467,477,4,2,472,505,470,475
41,accepted,10,22,467,462,472,2,2,465,486,464,469
42,accepted,42,48,523,518,528,2,2,528,534,523,528
43,rejected,33,49,450,445.0,455.0,,,,,,
44,accepted,30,35,483,478,488,1,2,488,492,483,488
45,rejected,1,13,447,442.0,452.0,,,,,,
46,rejected,29,38,467,462.0,472.0,,,,,,
47,accepted,27,36,509,504,514,4,2,514,520,509,514
48,rejected,38,49,511,506.0,516.0,,,,,,
49,rejected,32,35,474,469.0,479.0,,,,,,
