request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,3,17,471,466,476,3,2,471,499,469,474
1,accepted,7,15,474,469,479,3,2,476,497,473,478
2,accepted,3,19,476,471,481,3,2,471,501,471,476
3,accepted,38,41,478,473,483,4,1,479,486,476,481
4,accepted,27,37,511,506,516,3,2,514,522,510,515
5,accepted,24,25,431,426,436,3,1,426,429,426,431
6,accepted,1,2,426,421,431,4,1,422,424,422,427
7,accepted,30,33,442,437,447,3,1,437,444,437,442
8,accepted,40,46,517,512,522,1,2,513,518,513,518
9,accepted,35,41,511,506,516,2,2,511,526,509,514
10,accepted,36,50,497,492,502,1,2,499,529,496,501
11,accepted,35,47,496,491,501,1,2,498,521,495,500
12,accepted,38,43,450,445,455,3,1,455,460,450,455
13,accepted,4,10,474,469,479,3,2,472,482,471,476
14,accepted,7,21,431,426,436,4,1,429,448,428,433
15,accepted,33,40,511,506,516,2,2,508,525,507,512
16,accepted,14,17,458,453,463,1,2,462,465,458,463
17,accepted,2,14,467,462,472,3,2,469,495,466,471
18,accepted,33,34,464,459,469,4,1,469,469,464,469
19,accepted,31,43,445,440,450,3,1,441,460,441,446
20,accepted,38,44,514,509,519,2,2,519,532,514,519
21,accepted,3,4,458,453,463,2,2,458,458,456,461
22,accepted,17,20,413,408,418,3,1,415,418,412,417
23,accepted,4,24,454,449,459,2,2,459,485,454,459
24,accepted,1,5,454,449,459,2,2,455,461,452,457
25,accepted,17,23,450,445,455,4,1,447,450,446,451
26,accepted,32,40,494,489,499,1,2,494,512,492,497
27,accepted,12,17,486,481,491,3,2,489,499,485,490
28,accepted,30,37,490,485,495,1,2,493,500,489,494
29,accepted,26,38,458,453,463,4,1,461,478,457,462
30,accepted,8,16,460,455,465,2,2,465,478,460,465
31,accepted,37,41,439,434,444,2,1,434,446,434,439
32,accepted,7,11,447,442,452,1,2,444,449,443,448
33,rejected,43,47,483,478.0,488.0,,,,,,
34,accepted,13,18,373,368,378,2,1,373,382,371,376
35,accepted,33,43,511,506,516,2,2,508,529,507,512
36,rejected,31,34,476,471.0,481.0,,,,,,
37,rejected,28,45,467,462.0,472.0,,,,,,
38,accepted,11,19,483,478,488,3,2,484,501,481,486
39,accepted,30,47,500,495,505,2,2,500,536,498,503
40,rejected,44,49,438,433.0,443.0,,,,,,
41,accepted,27,30,417,412,422,1,1,413,415,413,418
42,accepted,31,35,508,503,513,2,2,504,510,504,509
43,rejected,44,47,420,415.0,425.0,,,,,,
44,rejected,41,47,442,437.0,447.0,,,,,,
45,rejected,44,46,510,505.0,515.0,,,,,,
46,rejected,31,43,455,450.0,460.0,,,,,,
47,accepted,13,14,452,447,457,1,2,457,461,452,457
48,rejected,35,48,460,455.0,465.0,,,,,,
49,rejected,35,41,465,460.0,470.0,,,,,,
50,accepted,3,25,454,449,459,2,2,458,489,454,459
51,rejected,48,49,468,463.0,473.0,,,,,,
52,rejected,16,21,458,453.0,463.0,,,,,,
53,rejected,39,45,442,437.0,447.0,,,,,,
54,accepted,30,39,491,486,496,1,2,493,507,490,495
55,accepted,4,24,472,467,477,3,2,472,505,470,475
56,accepted,37,43,512,507,517,2,2,514,529,511,516
57,accepted,39,47,524,519,529,2,2,521,536,520,525
58,rejected,10,22,467,462.0,472.0,,,,,,
59,rejected,42,48,523,518.0,528.0,,,,,,
60,rejected,33,49,450,445.0,455.0,,,,,,
61,rejected,30,35,483,478.0,488.0,,,,,,
62,rejected,1,13,447,442.0,452.0,,,,,,
63,rejected,29,38,467,462.0,472.0,,,,,,
64,rejected,6,12,417,412.0,422.0,,,,,,
65,accepted,27,36,509,504,514,3,2,514,520,509,514
66,accepted,38,49,511,506,516,1,2,506,524,506,511
67,accepted,26,28,421,416,426,2,1,420,425,418,423
68,rejected,32,35,474,469.0,479.0,,,,,,
69,rejected,33,46,514,509.0,519.0,,,,,,
