request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,29,33,467,462,472,3,1,464,474,463,468
1,accepted,34,47,428,423,433,1,1,432,454,428,433
2,accepted,36,42,476,471,481,3,1,478,490,475,480
3,accepted,31,36,467,462,472,3,1,471,477,467,472
4,accepted,17,24,482,477,487,1,2,487,492,482,487
5,accepted,26,29,476,471,481,4,1,476,480,474,479
6,accepted,17,18,485,480,490,1,2,487,487,484,489
7,accepted,28,46,431,426,436,1,1,428,451,427,432
8,accepted,26,43,497,492,502,1,2,498,526,495,500
9,accepted,2,13,422,417,427,3,1,422,432,420,425
10,accepted,34,39,483,478,488,4,1,487,497,483,488
11,accepted,7,25,438,433,443,4,1,442,472,438,443
12,accepted,43,44,497,492,502,3,1,492,494,492,497
13,accepted,14,18,417,412,422,2,1,417,421,415,420
14,accepted,8,12,473,468,478,1,2,468,475,468,473
15,accepted,6,13,467,462,472,1,2,465,477,464,469
16,accepted,9,20,478,473,483,2,2,482,500,478,483
17,accepted,44,50,528,523,533,1,2,530,535,527,532
18,accepted,34,48,512,507,517,1,2,512,532,510,515
19,accepted,31,39,511,506,516,1,2,508,522,507,512
20,accepted,7,11,447,442,452,4,1,442,447,442,447
21,accepted,30,44,434,429,439,1,1,430,449,430,435
22,accepted,18,19,487,482,492,1,2,488,488,485,490
23,accepted,3,11,464,459,469,1,2,461,470,460,465
24,rejected,27,50,491,486,496,,,,,,
25,accepted,5,13,428,423,433,3,1,424,432,424,429
26,accepted,32,34,455,450,460,2,1,450,451,450,455
27,accepted,40,44,508,503,513,4,1,503,508,503,508
28,accepted,33,47,472,467,477,3,1,475,498,471,476
29,rejected,2,13,460,455,465,,,,,,
30,accepted,13,14,452,447,457,4,1,455,459,451,456
31,accepted,30,48,462,457,467,3,1,467,499,462,467
32,rejected,5,7,450,445,455,,,,,,
33,rejected,43,44,484,479,489,,,,,,
34,rejected,45,46,465,460,470,,,,,,
35,accepted,37,43,452,447,457,2,1,456,466,452,457
36,accepted,39,45,503,498,508,4,1,498,509,498,503
37,rejected,16,17,479,474,484,,,,,,
38,rejected,31,37,460,455,465,,,,,,
39,accepted,33,38,484,479,489,4,1,486,495,483,488
40,accepted,21,25,485,480,490,1,2,490,496,485,490
41,accepted,33,49,450,445,455,2,1,451,470,448,453
42,accepted,36,50,439,434,444,1,1,434,456,434,439
43,rejected,40,41,435,430,440,,,,,,
44,rejected,40,50,442,437,447,,,,,,
45,rejected,4,22,464,459,469,,,,,,
46,rejected,30,44,495,490,500,,,,,,
47,rejected,42,45,480,475,485,,,,,,
48,accepted,30,48,483,478,488,4,1,484,513,481,486
49,rejected,28,36,485,480,490,,,,,,
