request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
0,PB,-3843,accepted,29,33,467,462,472,3,1,464,474,463,468,3,10
1,PB,-3805,accepted,34,47,428,423,433,1,1,432,454,428,433,4,22
2,PB,-3670,accepted,36,42,476,471,481,3,1,478,490,475,480,2,12
3,PB,-3590,accepted,31,36,467,462,472,3,1,471,477,467,472,4,6
4,PB,-3571,accepted,17,24,482,477,487,1,2,487,492,482,487,5,5
5,PB,-3569,accepted,26,29,476,471,481,4,1,476,480,474,479,0,4
6,PB,-3466,accepted,17,18,485,480,490,1,2,487,487,484,489,2,0
7,PB,-3426,accepted,28,46,431,426,436,1,1,428,451,427,432,3,23
8,PB,-3360,accepted,26,43,497,492,502,1,2,498,527,495,500,1,29
9,PB,-3273,accepted,2,13,422,417,427,3,1,422,432,420,425,0,10
10,PB,-3209,accepted,34,39,483,478,488,4,1,487,497,483,488,4,10
11,PB,-3162,accepted,7,25,438,433,443,4,1,442,472,438,443,4,30
12,PB,-3136,accepted,43,44,497,492,502,3,1,492,494,492,497,5,2
13,PB,-3109,accepted,14,18,417,412,422,2,1,416,421,415,420,1,5
14,PB,-3014,accepted,8,12,473,468,478,1,2,468,475,468,473,5,7
15,PB,-2948,accepted,6,13,467,462,472,1,2,465,477,464,469,2,12
16,PB,-2877,accepted,9,20,478,473,483,2,2,482,500,478,483,4,18
17,PB,-2698,accepted,44,50,528,523,533,1,2,531,536,527,532,3,5
18,PB,-2665,accepted,34,48,512,507,517,1,2,512,533,510,515,0,21
19,PB,-2606,accepted,31,39,511,506,516,1,2,508,523,507,512,3,15
20,PB,-2558,accepted,7,11,447,442,452,4,1,442,447,442,447,5,5
21,PB,-2527,accepted,30,44,434,429,439,1,1,430,449,430,435,4,19
22,PB,-2496,accepted,18,19,487,482,492,1,2,488,488,485,490,1,0
23,PB,-2379,accepted,3,11,464,459,469,1,2,461,470,460,465,3,9
24,PB,-2349,rejected,27,50,491,486,496,,,,,,,,
25,PB,-2333,accepted,5,13,428,423,433,3,1,424,432,424,429,4,8
26,PB,-2318,accepted,32,34,455,450,460,2,1,450,451,450,455,5,1
27,PB,-2178,accepted,40,44,508,503,513,4,1,503,509,503,508,5,6
28,PB,-2164,accepted,33,47,472,467,477,3,1,475,498,471,476,3,23
29,PB,-2137,rejected,2,13,460,455,465,,,,,,,,
30,PB,-2039,accepted,13,14,452,447,457,4,1,455,459,451,456,3,4
31,PB,-1819,accepted,30,48,462,457,467,3,1,467,499,462,467,5,32
32,PB,-1772,rejected,5,7,450,445,455,,,,,,,,
