request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,28,34,474,469,479,4,1,471,474,470,475
1,accepted,32,48,514,509,519,1,2,509,536,509,514
2,accepted,30,37,508,503,513,1,2,508,515,506,511
3,accepted,26,38,503,498,508,1,2,500,520,499,504
4,accepted,27,36,449,444,454,3,1,450,458,447,452
5,accepted,39,44,489,484,494,4,1,487,493,486,491
6,accepted,29,49,447,442,452,3,1,452,476,447,452
7,accepted,39,50,509,504,514,2,2,509,529,507,512
8,accepted,28,41,503,498,508,1,2,506,528,502,507
9,accepted,27,46,454,449,459,3,1,450,474,450,455
10,accepted,5,7,455,450,460,2,2,454,457,452,457
11,accepted,33,39,417,412,422,2,1,417,428,415,420
12,accepted,33,49,498,493,503,2,2,497,524,495,500
13,accepted,3,4,458,453,463,1,2,461,461,457,462
14,accepted,35,39,472,467,477,4,1,477,486,472,477
15,accepted,33,48,500,495,505,2,2,497,522,496,501
16,accepted,32,41,500,495,505,2,2,496,514,496,501
17,rejected,44,46,509,504.0,514.0,,,,,,
18,rejected,38,40,499,494.0,504.0,,,,,,
19,accepted,31,32,411,406,416,1,1,411,413,409,414
20,accepted,39,42,519,514,524,1,2,523,531,519,524
21,accepted,2,18,395,390,400,3,1,395,414,393,398
22,rejected,46,47,514,509.0,519.0,,,,,,
23,accepted,30,42,500,495,505,2,2,495,517,495,500
24,accepted,29,34,487,482,492,2,2,492,497,487,492
25,accepted,3,11,464,459,469,1,2,461,472,460,465
26,accepted,6,16,458,453,463,2,2,457,474,455,460
27,rejected,9,22,450,445.0,455.0,,,,,,
28,accepted,1,6,457,452,462,1,2,458,466,455,460
29,accepted,38,44,488,483,493,4,1,485,493,484,489
30,rejected,8,9,449,444.0,454.0,,,,,,
31,accepted,46,49,495,490,500,4,1,496,497,493,498
32,accepted,26,28,498,493,503,1,2,500,505,497,502
33,rejected,43,45,479,474.0,484.0,,,,,,
34,rejected,46,47,460,455.0,465.0,,,,,,
35,accepted,36,39,497,492,502,2,2,500,508,496,501
36,accepted,27,48,487,482,492,2,2,490,522,486,491
37,accepted,39,47,524,519,529,1,2,523,535,521,526
38,accepted,18,24,448,443,453,4,1,453,457,448,453
39,rejected,40,50,520,515.0,525.0,,,,,,
40,accepted,29,40,489,484,494,2,2,492,513,488,493
41,accepted,36,37,501,496,506,2,2,500,501,498,503
42,accepted,12,21,439,434,444,4,1,440,454,437,442
43,accepted,43,49,477,472,482,3,1,472,476,472,477
44,rejected,37,41,492,487.0,497.0,,,,,,
45,accepted,32,35,511,506,516,1,2,509,512,508,513
46,rejected,9,10,447,442.0,452.0,,,,,,
47,accepted,9,19,476,471,481,1,2,471,490,471,476
48,accepted,16,24,455,450,460,4,1,450,457,450,455
49,rejected,33,46,514,509.0,519.0,,,,,,
