request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,30,38,501,496,506,4,1,498,512,497,502
2,accepted,30,37,501,496,506,4,1,498,510,497,502
3,rejected,42,48,515,510,520,,,,,,
4,rejected,42,44,441,436,446,,,,,,
5,accepted,33,45,444,439,449,1,1,449,469,444,449
6,accepted,39,40,488,483,493,3,1,493,494,488,493
7,rejected,35,39,461,456,466,,,,,,
8,rejected,31,39,488,483,493,,,,,,
9,accepted,43,45,520,515,525,4,1,520,524,518,523
10,accepted,30,31,501,496,506,4,1,498,499,497,502
11,accepted,28,44,497,492,502,4,1,494,521,493,498
12,accepted,4,11,413,408,418,2,1,413,425,411,416
13,accepted,18,25,476,471,481,4,1,473,488,472,477
14,accepted,33,50,506,501,511,4,1,504,538,503,508
15,rejected,27,30,472,467,477,,,,,,
16,accepted,28,33,497,492,502,4,1,494,503,493,498
17,rejected,31,32,456,451,461,,,,,,
18,accepted,4,11,436,431,441,3,1,431,443,431,436
19,accepted,46,47,492,487,497,2,1,493,495,490,495
20,accepted,37,47,509,504,514,4,1,511,530,508,513
21,accepted,30,44,499,494,504,4,1,498,521,496,501
22,rejected,27,39,496,491,501,,,,,,
23,accepted,26,44,493,488,498,4,1,490,521,489,494
24,rejected,29,44,457,452,462,,,,,,
25,accepted,43,49,515,510,520,4,1,520,535,515,520
26,rejected,10,19,462,457,467,,,,,,
27,accepted,6,14,454,449,459,4,1,449,465,449,454
28,rejected,17,23,475,470,480,,,,,,
29,accepted,34,43,465,460,470,2,1,470,484,465,470
30,rejected,33,48,437,432,442,,,,,,
31,rejected,39,41,517,512,522,,,,,,
32,accepted,18,21,476,471,481,4,1,473,479,472,477
33,accepted,33,48,469,464,474,2,1,468,497,466,471
34,accepted,28,37,497,492,502,4,1,494,510,493,498
35,accepted,36,48,457,452,462,1,1,453,474,453,458
36,accepted,26,34,451,446,456,2,1,456,469,451,456
37,accepted,37,38,514,509,519,4,1,511,512,510,515
38,accepted,43,46,523,518,528,4,1,520,527,519,524
39,rejected,32,35,479,474,484,,,,,,
40,accepted,38,49,510,505,515,4,1,513,535,509,514
41,accepted,7,16,456,451,461,4,1,451,469,451,456
42,rejected,28,46,415,410,420,,,,,,
43,accepted,31,38,476,471,481,3,1,479,489,475,480
44,accepted,44,48,488,483,493,2,1,487,497,485,490
45,accepted,7,16,456,451,461,4,1,451,469,451,456
46,accepted,12,16,433,428,438,2,1,429,436,429,434
47,accepted,39,44,462,457,467,1,1,459,466,458,463
48,rejected,29,43,499,494,504,,,,,,
49,accepted,26,41,452,447,457,2,1,456,481,452,457
50,accepted,28,36,444,439,449,1,1,441,452,440,445
