request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,44,46,483,478,488,3,1,484,485,481,486
1,accepted,34,47,428,423,433,2,1,433,455,428,433
2,accepted,39,50,526,521,531,2,2,526,539,524,529
3,accepted,28,31,483,478,488,1,2,486,491,482,487
4,accepted,31,36,467,462,472,3,1,462,467,462,467
5,accepted,47,48,504,499,509,4,1,505,505,502,507
6,accepted,33,44,491,486,496,1,2,496,520,491,496
7,accepted,32,45,483,478,488,4,1,478,499,478,483
8,accepted,18,24,434,429,439,3,1,433,437,431,436
9,accepted,39,40,525,520,530,2,2,526,530,523,528
10,accepted,33,50,478,473,483,4,1,479,512,476,481
11,accepted,35,38,511,506,516,2,2,516,523,511,516
12,accepted,34,39,483,478,488,4,1,480,491,479,484
13,accepted,33,48,435,430,440,2,1,432,456,431,436
14,accepted,9,25,417,412,422,3,1,417,441,415,420
15,accepted,43,44,497,492,502,4,1,496,498,494,499
16,accepted,32,36,481,476,486,4,1,478,482,477,482
17,accepted,30,41,503,498,508,2,2,506,531,502,507
18,accepted,37,47,487,482,492,4,1,485,504,484,489
19,accepted,3,17,469,464,474,2,2,466,486,465,470
20,accepted,17,20,413,408,418,2,1,408,411,408,413
21,accepted,30,49,421,416,426,1,1,421,441,419,424
22,accepted,32,41,500,495,505,1,2,495,514,495,500
23,rejected,8,23,480,475,485,,,,,,
24,accepted,14,24,468,463,473,1,2,464,473,464,469
25,rejected,8,16,460,455,465,,,,,,
26,accepted,26,35,476,471,481,1,2,480,498,476,481
27,accepted,5,24,442,437,447,4,1,441,463,439,444
28,accepted,29,43,477,472,482,4,1,474,495,473,478
29,accepted,38,42,521,516,526,2,2,524,534,520,525
30,rejected,11,13,482,477,487,,,,,,
31,rejected,6,16,458,453,463,,,,,,
32,accepted,42,44,448,443,453,2,1,448,451,446,451
33,accepted,34,43,428,423,433,1,1,423,437,423,428
34,rejected,38,41,458,453,463,,,,,,
35,accepted,5,19,466,461,471,2,2,468,488,465,470
36,accepted,30,31,506,501,511,2,2,506,509,504,509
37,accepted,32,35,483,478,488,4,1,478,481,478,483
38,accepted,33,35,474,469,479,4,1,479,481,474,479
39,accepted,26,28,498,493,503,2,2,498,503,496,501
40,accepted,39,47,511,506,516,1,2,509,524,508,513
41,rejected,17,23,476,471,481,,,,,,
42,accepted,34,36,464,459,469,3,1,466,467,463,468
43,rejected,45,48,506,501,511,,,,,,
44,rejected,38,49,516,511,521,,,,,,
45,rejected,28,29,467,462,472,,,,,,
46,accepted,16,19,485,480,490,2,2,485,488,483,488
47,accepted,26,31,483,478,488,1,2,480,491,479,484
48,rejected,36,47,460,455,465,,,,,,
49,rejected,48,49,515,510,520,,,,,,
50,rejected,44,48,463,458,468,,,,,,
51,rejected,6,11,481,476,486,,,,,,
52,rejected,5,20,459,454,464,,,,,,
53,accepted,30,38,511,506,516,2,2,506,523,506,511
54,rejected,42,46,504,499,509,,,,,,
55,rejected,2,20,428,423,433,,,,,,
56,rejected,39,43,463,458,468,,,,,,
57,rejected,33,49,450,445,455,,,,,,
58,rejected,41,46,507,502,512,,,,,,
59,accepted,9,16,451,446,456,1,2,453,466,450,455
60,rejected,33,39,460,455,465,,,,,,
61,rejected,46,49,459,454,464,,,,,,
62,rejected,40,50,442,437,447,,,,,,
63,accepted,36,49,478,473,483,4,1,483,507,478,483
64,rejected,29,44,487,482,492,,,,,,
65,rejected,18,20,413,408,418,,,,,,
66,accepted,35,41,502,497,507,1,2,499,514,498,503
67,rejected,27,36,509,504,514,,,,,,
68,accepted,27,39,480,475,485,1,2,483,508,479,484
69,rejected,33,46,514,509,519,,,,,,
