request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,40,45,421,418,424,1,1,418,423,418,421
1,accepted,36,43,467,464,470,1,2,470,482,467,470
2,accepted,33,34,479,476,482,3,2,479,479,478,481
3,accepted,32,48,514,511,517,4,2,513,533,512,515
4,accepted,28,44,490,487,493,2,2,489,516,488,491
5,accepted,30,37,508,505,511,4,2,506,518,506,509
6,rejected,41,44,527,524.0,530.0,,,,,,
7,accepted,38,42,504,501,507,2,2,502,512,502,505
8,accepted,39,40,489,486,492,3,2,491,495,489,492
9,rejected,35,38,511,508.0,514.0,,,,,,
10,rejected,30,49,502,499.0,505.0,,,,,,
11,rejected,31,38,483,480.0,486.0,,,,,,
12,rejected,35,40,473,470.0,476.0,,,,,,
13,accepted,26,34,458,455,461,1,2,460,467,458,461
14,accepted,29,31,506,503,509,4,2,503,509,503,506
15,accepted,1,18,457,454,460,4,2,457,481,456,459
16,accepted,14,24,464,461,467,2,2,465,477,463,466
17,rejected,31,43,445,442.0,448.0,,,,,,
18,rejected,19,24,489,486.0,492.0,,,,,,
19,accepted,37,44,499,496,502,2,2,497,516,497,500
20,rejected,30,38,499,496.0,502.0,,,,,,
21,rejected,43,45,518,515.0,521.0,,,,,,
22,rejected,27,41,504,501.0,507.0,,,,,,
23,accepted,20,22,398,395,401,4,1,398,404,397,400
24,accepted,30,39,480,477,483,3,2,477,490,477,480
25,accepted,1,23,450,447,453,2,2,450,472,449,452
26,accepted,42,44,448,445,451,4,1,446,449,446,449
27,rejected,41,47,475,472.0,478.0,,,,,,
28,accepted,30,48,476,473,479,3,2,477,502,475,478
29,rejected,33,45,444,441.0,447.0,,,,,,
30,rejected,31,40,500,497.0,503.0,,,,,,
31,rejected,11,15,450,447.0,453.0,,,,,,
32,accepted,37,40,419,416,422,3,1,419,430,418,421
33,accepted,27,38,503,500,506,4,2,501,523,501,504
34,rejected,31,40,481,478.0,484.0,,,,,,
35,rejected,6,11,481,478.0,484.0,,,,,,
36,accepted,14,21,467,464,470,2,2,465,470,465,468
37,accepted,7,13,460,457,463,4,2,463,471,460,463
38,rejected,42,48,523,520.0,526.0,,,,,,
39,accepted,33,48,424,421,427,2,1,424,443,423,426
40,accepted,41,46,507,504,510,2,2,510,518,507,510
41,rejected,30,41,405,402.0,408.0,,,,,,
42,rejected,33,39,460,457.0,463.0,,,,,,
43,rejected,5,14,478,475.0,481.0,,,,,,
44,accepted,37,43,494,491,497,2,2,497,513,494,497
45,accepted,31,47,507,504,510,4,2,510,532,507,510
46,rejected,27,32,507,504.0,510.0,,,,,,
47,rejected,35,36,455,452.0,458.0,,,,,,
48,rejected,34,38,458,455.0,461.0,,,,,,
49,rejected,39,47,510,507.0,513.0,,,,,,
