request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-24120,accepted,17,23,449,444,454,3,1,454,465,449,454,5,11
2,PB,-22680,accepted,33,44,507,502,512,4,1,507,527,505,510,0,20
3,PB,-21240,accepted,38,44,514,509,519,4,1,517,527,513,518,3,10
4,PB,-11160,accepted,12,17,468,463,473,4,1,463,473,463,468,5,10
5,PB,-29880,accepted,35,47,456,451,461,1,1,458,482,455,460,2,24
6,PB,-18360,accepted,4,24,452,447,457,4,1,447,489,447,452,5,42
7,PB,-39960,accepted,13,14,452,447,457,3,1,447,449,447,452,5,2
8,PB,-37080,accepted,31,34,470,465,475,2,1,467,471,466,471,3,4
9,PB,-2520,rejected,16,21,457,452,462,,,,,,,,
10,PB,-6840,accepted,1,4,446,441,451,4,1,441,446,441,446,5,5
11,PB,-22680,accepted,13,18,385,380,390,1,1,385,391,383,388,0,6
12,PB,-14040,accepted,35,41,511,506,516,4,1,510,522,508,513,1,12
13,PB,-2520,rejected,26,28,423,418,428,,,,,,,,
14,PB,-21240,accepted,36,50,497,492,502,3,1,494,523,493,498,3,29
15,PB,-29880,accepted,16,24,475,470,480,4,1,472,489,471,476,3,17
16,PB,-9720,rejected,27,43,485,480,490,,,,,,,,
17,PB,-14040,accepted,38,49,492,487,497,3,1,497,520,492,497,5,23
18,PB,-25560,accepted,3,14,404,399,409,2,1,402,423,402,407,2,21
19,PB,-12600,accepted,40,45,481,476,486,2,1,482,490,479,484,1,8
20,PB,-5400,rejected,44,49,446,441,451,,,,,,,,
21,PB,-1080,accepted,35,46,463,458,468,1,1,458,479,458,463,5,21
22,PB,-27000,accepted,11,15,457,452,462,4,1,460,469,456,461,3,9
23,PB,-25560,accepted,28,45,485,480,490,3,1,481,510,481,486,4,29
24,PB,-14040,accepted,35,37,511,506,516,4,1,510,514,508,513,1,4
25,PB,-11160,accepted,30,35,482,477,487,3,1,484,491,481,486,2,7
26,PB,-6840,rejected,33,46,507,502,512,,,,,,,,
27,PB,-31320,accepted,41,44,483,478,488,2,1,484,488,481,486,1,4
28,PB,-9720,rejected,34,36,425,420,430,,,,,,,,
29,PB,-12600,accepted,27,38,497,492,502,4,1,497,516,495,500,0,19
30,PB,-14040,accepted,4,17,452,447,457,4,1,447,473,447,452,5,26
31,PB,-21240,rejected,46,47,454,449,459,,,,,,,,
32,PB,-2520,accepted,5,13,437,432,442,3,1,432,446,432,437,5,14
33,PB,-42840,accepted,36,37,455,450,460,1,1,460,462,455,460,5,2
34,PB,-6840,accepted,8,12,460,455,465,4,1,456,462,456,461,4,6
35,PB,-12600,accepted,33,43,473,468,478,2,1,470,486,469,474,3,16
36,PB,-37080,accepted,6,14,456,451,461,4,1,452,467,452,457,4,15
37,PB,-19800,accepted,30,49,488,483,493,3,1,484,520,484,489,4,36
38,PB,-9720,accepted,21,24,442,437,447,2,1,438,444,437,442,4,6
39,PB,-42840,accepted,40,44,487,482,492,2,1,482,488,482,487,5,6
40,PB,-9720,rejected,42,43,445,440,450,,,,,,,,
41,PB,-24120,accepted,40,45,520,515,525,4,1,521,529,518,523,1,8
42,PB,-6840,accepted,30,39,481,476,486,3,1,484,499,480,485,3,15
43,PB,-28440,accepted,30,46,461,456,466,2,1,465,493,461,466,4,28
44,PB,-6840,accepted,35,48,494,489,499,3,1,492,517,491,496,2,25
45,PB,-14040,rejected,9,24,462,457,467,,,,,,,,
46,PB,-29880,rejected,33,47,461,456,466,,,,,,,,
47,PB,-42840,accepted,13,14,460,455,465,4,1,465,467,460,465,5,2
48,PB,-18360,accepted,37,40,468,463,473,1,1,463,468,463,468,5,5
49,PB,-21240,accepted,3,13,427,422,432,3,1,428,446,425,430,1,18
50,PB,-35640,accepted,45,47,527,522,532,4,1,530,533,526,531,3,3
51,RT,491,rejected,32,45,505,500,510,,,,,,,,
52,RT,453,rejected,34,46,479,474,484,,,,,,,,
53,RT,435,rejected,40,42,454,449,459,,,,,,,,
54,RT,460,rejected,28,36,489,484,494,,,,,,,,
55,RT,440,accepted,13,17,469,464,474,4,1,465,473,464.5,469.5,4,8
56,RT,492,rejected,41,46,522,517,527,,,,,,,,
57,RT,410,rejected,11,25,435,430,440,,,,,,,,
58,RT,440,rejected,16,21,447,442,452,,,,,,,,
59,RT,457,rejected,19,21,478,473,483,,,,,,,,
60,RT,507,rejected,44,49,516,511,521,,,,,,,,
61,RT,480,rejected,34,36,509,504,514,,,,,,,,
62,RT,504,accepted,44,46,512,507,517,3,1,509,513,508,513,3,4
63,RT,447,accepted,30,36,462,457,467,2,1,465,474,461,466,3,9
64,RT,425,rejected,26,43,432,427,437,,,,,,,,
65,RT,471,accepted,41,49,500,495,505,3,1,504,520,499.5,504.5,4,16
66,RT,442,rejected,41,50,460,455,465,,,,,,,,
67,RT,435,accepted,26,36,443,438,448,1,1,444,459,441,446,1,15
68,RT,456,rejected,10,16,464,459,469,,,,,,,,
69,RT,503,rejected,36,49,511,506,516,,,,,,,,
70,RT,501,rejected,41,49,522,517,527,,,,,,,,
71,RT,447,accepted,8,25,460,455,465,4,1,456,492,455.5,460.5,4,36
72,RT,468,accepted,26,50,494,489,499,4,1,494,539,491.5,496.5,0,45
73,RT,468,rejected,35,39,485,480,490,,,,,,,,
74,RT,478,rejected,33,36,483,478,488,,,,,,,,
75,RT,478,rejected,33,46,507,502,512,,,,,,,,
76,RT,400,accepted,10,24,410,405,415,2,1,415,444,410,415,5,29
77,RT,441,accepted,15,22,465,460,470,4,1,470,483,465,470,5,13
78,RT,426,rejected,5,24,446,441,451,,,,,,,,
79,RT,395,rejected,29,31,416,411,421,,,,,,,,
80,RT,455,accepted,41,50,472,467,477,1,1,471,488,469,474,1,17
81,RT,512,rejected,44,49,526,521,531,,,,,,,,
82,RT,435,accepted,8,15,460,455,465,4,1,456,469,455.5,460.5,4,13
83,RT,457,accepted,30,45,485,480,490,3,1,484,510,482,487,1,26
84,RT,428,rejected,16,18,446,441,451,,,,,,,,
85,RT,423,accepted,4,8,452,447,457,4,1,447,455,447,452,5,8
86,RT,430,accepted,29,37,454,449,459,1,1,449,462,449,454,5,13
87,RT,486,rejected,42,50,494,489,499,,,,,,,,
88,RT,441,rejected,2,19,449,444,454,,,,,,,,
89,RT,412,rejected,36,37,428,423,433,,,,,,,,
90,RT,458,accepted,33,41,486,481,491,3,1,489,503,485,490,3,14
91,RT,426,accepted,28,46,445,440,450,1,1,447,479,443.5,448.5,2,32
92,RT,421,rejected,38,49,440,435,445,,,,,,,,
93,RT,427,rejected,45,49,448,443,453,,,,,,,,
94,RT,465,rejected,33,44,478,473,483,,,,,,,,
95,RT,462,accepted,38,44,474,469,479,2,1,478,488,473.5,478.5,4,10
96,RT,403,rejected,1,11,411,406,416,,,,,,,,
97,RT,445,accepted,28,43,464,459,469,2,1,462,486,461,466,2,24
98,RT,415,accepted,19,24,429,424,434,2,1,432,444,428,433,3,12
99,RT,486,accepted,37,44,510,505,515,4,1,515,527,510,515,5,12
100,RT,466,accepted,47,48,494,489,499,2,1,497,498,493,498,3,1
