request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,17,23,449,444,454,3,1,454,465,449,454
2,accepted,33,44,507,502,512,4,1,507,527,505,510
3,accepted,38,44,514,509,519,4,1,517,527,513,518
4,accepted,12,17,468,463,473,4,1,463,473,463,468
5,accepted,35,47,456,451,461,1,1,458,481,455,460
6,accepted,4,24,452,447,457,4,1,447,488,447,452
7,accepted,13,14,452,447,457,3,1,447,449,447,452
8,accepted,31,34,470,465,475,2,1,467,471,466,471
9,rejected,16,21,457,452,462,,,,,,
10,accepted,1,4,446,441,451,4,1,441,446,441,446
11,accepted,13,18,385,380,390,1,1,385,391,383,388
12,accepted,35,41,511,506,516,4,1,510,522,508,513
13,rejected,26,28,423,418,428,,,,,,
14,accepted,36,50,497,492,502,3,1,494,519,493,498
15,accepted,16,24,475,470,480,4,1,472,488,471,476
16,rejected,27,43,485,480,490,,,,,,
17,accepted,38,49,492,487,497,3,1,497,516,492,497
18,accepted,3,14,404,399,409,2,1,404,423,402,407
19,accepted,40,45,481,476,486,2,1,482,490,479,484
20,rejected,44,49,446,441,451,,,,,,
21,accepted,35,46,463,458,468,1,1,458,478,458,463
22,accepted,11,15,457,452,462,4,1,460,469,456,461
23,accepted,28,45,485,480,490,3,1,481,508,481,486
24,accepted,35,37,511,506,516,4,1,510,514,508,513
25,accepted,30,35,482,477,487,3,1,484,491,481,486
26,rejected,33,46,507,502,512,,,,,,
27,accepted,41,44,483,478,488,2,1,484,488,481,486
28,rejected,34,36,425,420,430,,,,,,
29,accepted,27,38,497,492,502,4,1,497,516,495,500
30,accepted,4,17,452,447,457,4,1,447,473,447,452
31,rejected,46,47,454,449,459,,,,,,
32,accepted,5,13,437,432,442,3,1,432,446,432,437
33,accepted,36,37,455,450,460,1,1,460,462,455,460
34,accepted,8,12,460,455,465,4,1,456,462,456,461
35,accepted,33,43,473,468,478,2,1,470,486,469,474
36,accepted,6,14,456,451,461,4,1,452,467,452,457
37,accepted,30,49,488,483,493,3,1,484,516,484,489
38,accepted,21,24,442,437,447,2,1,437,443,437,442
39,accepted,40,44,487,482,492,2,1,482,488,482,487
40,rejected,42,43,445,440,450,,,,,,
41,accepted,40,45,520,515,525,4,1,521,529,518,523
42,accepted,30,39,481,476,486,3,1,484,499,480,485
43,accepted,30,46,461,456,466,2,1,465,493,461,466
44,accepted,35,48,494,489,499,3,1,492,513,491,496
45,rejected,9,24,462,457,467,,,,,,
46,rejected,33,47,461,456,466,,,,,,
47,accepted,13,14,460,455,465,4,1,465,467,460,465
48,accepted,37,40,468,463,473,1,1,463,468,463,468
49,accepted,3,13,427,422,432,3,1,428,446,425,430
50,accepted,45,47,527,522,532,4,1,530,533,526,531
