request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,38,40,515,510,520,4,1,518,520,514,519
2,accepted,5,19,452,447,457,4,1,448,473,448,453
3,accepted,9,16,443,438,448,3,1,443,454,441,446
4,accepted,18,24,431,426,436,2,1,426,438,426,431
5,rejected,33,49,446,441,451,,,,,,
6,rejected,44,46,485,480,490,,,,,,
7,accepted,32,36,480,475,485,2,1,476,484,476,481
8,rejected,33,47,424,419,429,,,,,,
9,rejected,30,49,425,420,430,,,,,,
10,accepted,6,16,454,449,459,4,1,451,468,450,455
11,accepted,36,49,481,476,486,2,1,485,510,481,486
12,rejected,34,39,487,482,492,,,,,,
13,accepted,39,47,507,502,512,3,1,506,521,504,509
14,accepted,44,48,464,459,469,1,1,468,477,464,469
15,accepted,32,44,481,476,486,2,1,476,499,476,481
16,accepted,34,36,508,503,513,4,1,508,512,506,511
17,accepted,11,25,463,458,468,4,1,460,488,459,464
18,accepted,6,11,403,398,408,2,1,406,414,402,407
19,accepted,39,45,505,500,510,3,1,506,516,503,508
20,rejected,47,49,470,465,475,,,,,,
21,accepted,40,50,513,508,518,3,1,508,527,508,513
22,accepted,37,44,496,491,501,3,1,501,513,496,501
23,accepted,34,39,482,477,487,2,1,481,490,479,484
24,accepted,28,45,481,476,486,3,1,481,516,479,484
25,accepted,28,48,497,492,502,4,1,495,535,494,499
26,accepted,41,44,490,485,495,2,1,495,499,490,495
27,accepted,29,40,449,444,454,1,1,444,461,444,449
28,accepted,28,37,497,492,502,4,1,495,515,494,499
29,accepted,30,41,501,496,506,4,1,499,522,498,503
30,accepted,27,32,496,491,501,4,1,493,502,492,497
31,rejected,31,50,457,452,462,,,,,,
32,accepted,28,37,497,492,502,4,1,495,515,494,499
33,rejected,33,38,487,482,492,,,,,,
34,accepted,1,15,430,425,435,3,1,429,452,427,432
35,accepted,34,48,480,475,485,2,1,481,507,478,483
36,accepted,38,44,515,510,520,4,1,518,527,514,519
37,accepted,48,49,474,469,479,1,1,478,480,474,479
38,accepted,9,19,440,435,445,3,1,443,459,439,444
39,accepted,24,25,426,421,431,1,1,426,428,424,429
40,accepted,31,46,445,440,450,1,1,448,473,444,449
41,accepted,4,25,450,445,455,4,1,445,488,445,450
42,rejected,33,35,464,459,469,,,,,,
43,accepted,5,18,452,447,457,4,1,448,471,448,453
44,rejected,39,46,454,449,459,,,,,,
45,accepted,30,44,490,485,495,3,1,485,513,485,490
46,accepted,32,35,488,483,493,3,1,489,495,486,491
47,accepted,26,44,442,437,447,1,1,438,467,438,443
48,rejected,20,25,471,466,476,,,,,,
49,accepted,4,24,450,445,455,4,1,445,485,445,450
50,accepted,35,37,510,505,515,4,1,511,515,508,513
