request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,3,17,471,468,474,3,2,469,489,469,472
1,accepted,7,15,474,471,477,3,2,472,487,472,475
2,accepted,27,37,511,508,514,4,2,509,518,509,512
3,accepted,24,25,431,428,434,4,1,430,433,429,432
4,accepted,30,33,442,439,445,4,1,441,448,440,443
5,accepted,35,47,496,493,499,1,2,496,516,495,498
6,accepted,38,43,450,447,453,3,1,447,457,447,450
7,accepted,4,10,474,471,477,4,2,472,478,472,475
8,accepted,33,40,511,508,514,4,2,514,530,511,514
9,accepted,14,17,458,455,461,1,2,460,463,458,461
10,accepted,2,14,467,464,470,3,2,467,485,466,469
11,accepted,33,34,464,461,467,2,2,464,464,463,466
12,accepted,31,43,445,442,448,4,1,445,464,444,447
13,accepted,38,44,514,511,517,3,2,517,526,514,517
14,accepted,17,20,413,410,416,3,1,413,416,412,415
15,rejected,4,24,454,451.0,457.0,,,,,,
16,rejected,17,23,450,447.0,453.0,,,,,,
17,accepted,32,40,494,491,497,1,2,492,510,492,495
18,accepted,12,17,486,483,489,4,2,485,495,484,487
19,accepted,37,41,439,436,442,3,1,442,454,439,442
20,rejected,7,11,447,444.0,450.0,,,,,,
21,accepted,43,47,483,480,486,2,2,486,488,483,486
22,accepted,13,18,373,370,376,2,1,373,382,372,375
23,accepted,33,43,511,508,514,4,2,514,533,511,514
24,rejected,31,34,476,473.0,479.0,,,,,,
25,rejected,28,45,467,464.0,470.0,,,,,,
26,rejected,11,19,483,480.0,486.0,,,,,,
27,accepted,44,49,438,435,441,1,1,435,438,435,438
28,rejected,27,30,417,414.0,420.0,,,,,,
29,rejected,31,35,508,505.0,511.0,,,,,,
30,accepted,44,47,420,417,423,2,1,420,423,419,422
31,rejected,41,47,442,439.0,445.0,,,,,,
32,rejected,31,43,455,452.0,458.0,,,,,,
33,accepted,13,14,452,449,455,1,2,455,459,452,455
34,rejected,35,48,460,457.0,463.0,,,,,,
35,accepted,35,41,465,462,468,2,2,467,482,465,468
36,rejected,48,49,468,465.0,471.0,,,,,,
37,rejected,16,21,458,455.0,461.0,,,,,,
38,rejected,39,45,442,439.0,445.0,,,,,,
39,accepted,30,39,491,488,494,1,2,491,505,490,493
40,accepted,4,24,472,469,475,4,2,472,500,471,474
41,rejected,10,22,467,464.0,470.0,,,,,,
42,accepted,42,48,523,520,526,3,2,523,529,522,525
43,rejected,33,49,450,447.0,453.0,,,,,,
44,rejected,30,35,483,480.0,486.0,,,,,,
45,accepted,1,13,447,444,450,1,2,445,454,445,448
46,rejected,29,38,467,464.0,470.0,,,,,,
47,accepted,27,36,509,506,512,4,2,509,516,508,511
48,rejected,38,49,511,508.0,514.0,,,,,,
49,rejected,32,35,474,471.0,477.0,,,,,,
