request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,28,33,462,457,467,4,1,460,463,459,464
1,accepted,31,32,489,484,494,1,2,487,489,486,491
2,accepted,38,41,478,473,483,4,1,474,481,474,479
3,accepted,5,19,455,450,460,2,2,460,479,455,460
4,accepted,1,24,460,455,465,2,2,456,483,456,461
5,accepted,9,13,446,441,451,1,2,445,450,443,448
6,accepted,4,13,476,471,481,3,2,478,486,475,480
7,accepted,29,49,447,442,452,3,1,445,469,444,449
8,accepted,30,50,509,504,514,3,2,512,537,508,513
9,accepted,27,32,414,409,419,1,1,414,417,412,417
10,accepted,40,43,529,524,534,3,2,530,533,527,532
11,accepted,30,38,457,452,462,4,1,462,473,457,462
12,accepted,29,31,506,501,511,2,2,503,509,502,507
13,rejected,41,44,496,491,501,,,,,,
14,accepted,28,48,504,499,509,2,2,499,534,499,504
15,rejected,3,4,458,453,463,,,,,,
16,accepted,31,38,484,479,489,1,2,487,501,483,488
17,accepted,18,25,429,424,434,3,1,430,438,427,432
18,rejected,6,18,455,450,460,,,,,,
19,accepted,39,40,480,475,485,4,1,476,480,476,481
20,accepted,27,41,504,499,509,3,2,509,530,504,509
21,accepted,32,48,458,453,463,4,1,463,488,458,463
22,accepted,30,36,467,462,472,4,1,462,466,462,467
23,accepted,44,49,507,502,512,1,2,512,519,507,512
24,accepted,11,23,428,423,433,4,1,423,443,423,428
25,accepted,35,46,514,509,519,2,2,516,532,513,518
26,accepted,30,31,506,501,511,2,2,506,509,504,509
27,accepted,29,43,498,493,503,2,2,503,529,498,503
28,accepted,29,30,450,445,455,3,1,445,447,445,450
29,accepted,44,46,510,505,515,1,2,512,515,509,514
30,rejected,28,29,467,462,472,,,,,,
31,rejected,8,17,433,428,438,,,,,,
32,accepted,35,39,491,486,496,1,2,494,503,490,495
33,rejected,31,40,457,452,462,,,,,,
34,rejected,41,45,511,506,516,,,,,,
35,accepted,38,48,507,502,512,1,2,502,517,502,507
36,rejected,36,40,485,480,490,,,,,,
37,accepted,10,13,417,412,422,3,1,412,419,412,417
38,rejected,40,50,493,488,498,,,,,,
39,rejected,12,18,476,471,481,,,,,,
40,accepted,7,19,419,414,424,4,1,417,440,416,421
41,accepted,29,35,448,443,453,3,1,445,451,444,449
42,accepted,36,50,439,434,444,2,1,438,454,436,441
43,rejected,4,22,464,459,469,,,,,,
44,rejected,39,44,464,459,469,,,,,,
45,rejected,36,40,509,504,514,,,,,,
46,accepted,28,45,486,481,491,1,2,481,512,481,486
47,accepted,33,42,496,491,501,1,2,491,507,491,496
48,accepted,16,24,455,450,460,1,2,459,465,455,460
49,rejected,34,44,508,503,513,,,,,,
