request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,34,36,432,427,437,3,1,429,430,428,433
1,accepted,3,17,471,466,476,3,2,466,490,466,471
2,accepted,28,34,474,469,479,2,2,469,473,469,474
3,accepted,7,15,474,469,479,3,2,469,488,469,474
4,accepted,30,44,489,484,494,1,2,491,517,488,493
5,accepted,27,49,483,478,488,1,2,481,527,480,485
6,accepted,42,46,513,508,518,1,2,514,521,511,516
7,accepted,26,45,503,498,508,3,2,501,532,500,505
8,accepted,11,23,442,437,447,1,2,442,461,440,445
9,accepted,15,16,494,489,499,4,2,499,499,494,499
10,accepted,45,49,514,509,519,1,2,519,527,514,519
11,accepted,15,24,490,485,495,3,2,489,495,487,492
12,accepted,27,30,461,456,466,2,2,466,470,461,466
13,accepted,8,11,469,464,474,3,2,472,474,468,473
14,accepted,32,45,459,454,464,4,1,454,474,454,459
15,accepted,33,50,478,473,483,2,2,473,501,473,478
16,accepted,40,46,527,522,532,3,2,526,535,524,529
17,rejected,4,10,474,469.0,479.0,,,,,,
18,accepted,31,38,500,495,505,1,2,495,507,495,500
19,accepted,33,40,511,506,516,3,2,509,525,508,513
20,accepted,27,44,508,503,513,3,2,504,531,504,509
21,rejected,29,31,506,501.0,511.0,,,,,,
22,accepted,34,38,511,506,516,3,2,510,518,508,513
23,rejected,33,34,464,459.0,469.0,,,,,,
24,rejected,4,11,447,442.0,452.0,,,,,,
25,rejected,4,22,477,472.0,482.0,,,,,,
26,rejected,31,43,445,440.0,450.0,,,,,,
27,accepted,43,45,515,510,520,1,2,515,518,513,518
28,accepted,38,44,514,509,519,3,2,519,531,514,519
29,accepted,29,49,485,480,490,1,2,488,527,484,489
30,accepted,17,20,413,408,418,4,1,412,415,410,415
31,accepted,11,17,375,370,380,3,1,375,390,373,378
32,accepted,34,43,428,423,433,3,1,429,447,426,431
33,accepted,43,44,476,471,481,4,1,471,473,471,476
34,rejected,31,41,511,506.0,516.0,,,,,,
35,rejected,8,23,480,475.0,485.0,,,,,,
36,accepted,36,40,426,421,431,3,1,431,444,426,431
37,accepted,17,23,450,445,455,2,2,448,452,447,452
38,rejected,6,14,457,452.0,462.0,,,,,,
39,rejected,14,24,468,463.0,473.0,,,,,,
40,accepted,12,17,486,481,491,4,2,490,501,486,491
41,accepted,43,45,518,513,523,1,2,515,518,514,519
42,accepted,11,18,434,429,439,2,2,432,448,431,436
43,accepted,21,25,420,415,425,4,1,420,426,418,423
44,rejected,26,35,476,471.0,481.0,,,,,,
45,rejected,4,20,476,471.0,481.0,,,,,,
46,rejected,37,41,439,434.0,444.0,,,,,,
47,rejected,7,11,447,442.0,452.0,,,,,,
48,accepted,11,12,472,467,477,3,2,475,479,471,476
49,accepted,42,46,491,486,496,2,2,490,496,488,493
50,rejected,43,47,483,478.0,488.0,,,,,,
51,accepted,33,43,511,506,516,3,2,509,528,508,513
52,accepted,28,45,467,462,472,2,2,469,493,466,471
53,rejected,11,19,483,478.0,488.0,,,,,,
54,accepted,34,44,431,426,436,3,1,429,450,428,433
55,rejected,42,44,458,453.0,463.0,,,,,,
56,accepted,34,45,515,510,520,3,2,510,532,510,515
57,rejected,44,49,438,433.0,443.0,,,,,,
58,rejected,29,43,498,493.0,503.0,,,,,,
59,accepted,27,30,417,412,422,3,1,421,425,417,422
60,accepted,33,47,472,467,477,2,2,473,499,470,475
61,accepted,44,47,420,415,425,1,1,420,423,418,423
62,accepted,43,47,517,512,522,1,2,515,524,514,519
63,accepted,31,43,455,450,460,4,1,451,470,451,456
64,accepted,34,50,456,451,461,4,1,456,480,454,459
65,rejected,44,45,499,494.0,504.0,,,,,,
66,accepted,33,45,428,423,433,3,1,428,451,426,431
67,rejected,26,40,490,485.0,495.0,,,,,,
68,accepted,35,38,472,467,477,2,2,476,483,472,477
69,rejected,41,45,481,476.0,486.0,,,,,,
70,rejected,36,47,460,455.0,465.0,,,,,,
71,rejected,28,36,460,455.0,465.0,,,,,,
72,rejected,26,29,451,446.0,456.0,,,,,,
73,rejected,48,49,468,463.0,473.0,,,,,,
74,rejected,22,25,489,484.0,494.0,,,,,,
75,rejected,40,41,524,519.0,529.0,,,,,,
76,rejected,33,46,501,496.0,506.0,,,,,,
77,rejected,28,42,513,508.0,518.0,,,,,,
78,rejected,35,47,468,463.0,473.0,,,,,,
79,rejected,41,43,476,471.0,481.0,,,,,,
80,accepted,3,14,469,464,474,3,2,466,486,465,470
81,accepted,36,43,501,496,506,1,2,501,514,499,504
82,rejected,29,32,456,451.0,461.0,,,,,,
83,rejected,31,37,485,480.0,490.0,,,,,,
84,rejected,32,35,481,476.0,486.0,,,,,,
85,accepted,12,21,451,446,456,1,2,447,459,447,452
86,rejected,42,48,523,518.0,528.0,,,,,,
87,accepted,12,25,373,368,378,2,1,373,392,371,376
88,rejected,30,35,483,478.0,488.0,,,,,,
89,rejected,36,46,437,432.0,442.0,,,,,,
90,rejected,1,13,447,442.0,452.0,,,,,,
91,rejected,36,50,439,434.0,444.0,,,,,,
92,rejected,43,49,477,472.0,482.0,,,,,,
93,rejected,5,14,478,473.0,483.0,,,,,,
94,rejected,29,38,467,462.0,472.0,,,,,,
95,accepted,30,44,511,506,516,3,2,507,531,507,512
96,accepted,38,49,511,506,516,1,2,508,527,507,512
97,accepted,26,28,421,416,426,3,1,418,423,417,422
98,accepted,32,35,474,469,479,2,2,472,475,471,476
99,accepted,28,36,485,480,490,1,2,484,500,482,487
