request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
1,PB,-31320,accepted,38,40,516,506,526,4,1,513,517,510,520,3,4
2,PB,-3960,accepted,5,19,454,444,464,4,1,445,469,445,455,9,24
3,PB,-32760,accepted,9,16,443,433,453,3,1,437,449,436,446,6,12
4,PB,-37080,accepted,18,24,431,421,441,2,1,422,434,422,432,9,12
5,PB,-9720,accepted,33,49,446,436,456,2,1,454,484,445,455,8,30
6,PB,-16920,rejected,44,46,485,475,495,,,,,,,,
7,PB,-42840,accepted,32,36,480,470,490,3,1,480,487,475,485,0,7
8,PB,-29880,accepted,33,47,423,413,433,1,1,433,459,423,433,10,26
9,PB,-14040,accepted,30,49,425,415,435,1,1,428,464,422,432,3,36
10,PB,-18360,accepted,6,16,456,446,466,4,1,448,464,447,457,8,16
11,PB,-31320,accepted,36,49,481,471,491,3,1,488,516,480,490,7,28
12,PB,-3960,accepted,34,39,487,477,497,3,1,485,495,481,491,2,10
13,PB,-42840,accepted,39,47,507,497,517,4,1,516,532,507,517,9,16
14,PB,-35640,accepted,44,48,464,454,474,2,1,472,481,463,473,8,9
15,PB,-9720,accepted,32,44,481,471,491,3,1,480,505,476,486,1,25
16,PB,-41400,accepted,34,36,509,499,519,4,1,503,507,501,511,6,4
17,PB,-34200,accepted,11,25,465,455,475,4,1,456,484,456,466,9,28
18,PB,-11160,accepted,6,11,403,393,413,2,1,403,410,398,408,0,7
19,PB,-29880,accepted,39,45,505,495,515,3,1,496,507,496,506,9,11
20,PB,-3960,accepted,47,49,470,460,480,2,1,480,484,470,480,10,4
21,PB,-39960,accepted,40,50,513,503,523,4,1,518,538,511,521,5,20
22,PB,-41400,accepted,37,44,496,486,506,3,1,491,505,489,499,5,14
23,PB,-1080,accepted,34,39,482,472,492,3,1,485,495,479,489,3,10
24,PB,-24120,accepted,28,45,481,471,491,3,1,473,507,472,482,8,34
25,PB,-6840,accepted,28,48,498,488,508,4,1,491,534,490,500,7,43
26,PB,-35640,accepted,41,44,490,480,500,3,1,500,505,490,500,10,5
27,PB,-38520,accepted,29,40,449,439,459,2,1,448,465,444,454,1,17
28,PB,-27000,accepted,28,37,498,488,508,4,1,491,510,490,500,7,19
29,PB,-35640,accepted,30,41,502,492,512,4,1,494,519,493,503,8,25
30,PB,-25560,accepted,27,32,497,487,507,4,1,489,497,488,498,8,8
31,PB,-25560,accepted,31,50,457,447,467,2,1,451,487,449,459,6,36
32,PB,-31320,accepted,28,37,498,488,508,4,1,491,510,490,500,7,19
33,PB,-15480,accepted,33,38,487,477,497,3,1,483,492,480,490,4,9
34,PB,-11160,accepted,1,15,430,420,440,3,1,422,447,422,432,8,25
35,PB,-39960,accepted,34,48,480,470,490,3,1,485,513,478,488,5,28
36,PB,-31320,accepted,38,44,515,505,525,4,1,513,524,509,519,2,11
37,PB,-22680,accepted,48,49,474,464,484,2,1,482,484,473,483,8,2
38,PB,-9720,accepted,9,19,440,430,450,3,1,437,455,434,444,3,18
39,PB,-34200,accepted,24,25,426,416,436,1,1,418,420,417,427,8,2
40,PB,-5400,accepted,31,46,445,435,455,2,1,451,476,443,453,6,25
41,PB,-9720,accepted,4,25,452,442,462,4,1,442,484,442,452,10,42
42,PB,-21240,accepted,33,35,464,454,474,2,1,454,456,454,464,10,2
43,PB,-5400,accepted,5,18,454,444,464,4,1,445,467,445,455,9,22
44,PB,-1080,accepted,39,46,454,444,464,1,1,444,456,444,454,10,12
45,PB,-9720,accepted,30,44,490,480,500,4,1,494,524,487,497,4,30
46,PB,-1080,accepted,32,35,488,478,498,4,1,498,505,488,498,10,7
47,PB,-34200,accepted,26,44,442,432,452,2,1,443,471,438,448,1,28
48,PB,-2520,accepted,20,25,471,461,481,4,1,473,484,467,477,2,11
49,PB,-39960,accepted,4,24,452,442,462,4,1,442,481,442,452,10,39
50,PB,-39960,accepted,35,37,511,501,521,4,1,506,510,504,514,5,4
51,RT,509,accepted,46,47,521,511,531,4,1,530,532,520.5,530.5,9,2
52,RT,425,accepted,8,24,453,443,463,4,1,452,481,447.5,457.5,1,29
53,RT,487,rejected,29,39,496,486,506,,,,,,,,
54,RT,451,rejected,8,9,460,450,470,,,,,,,,
55,RT,447,accepted,33,35,458,448,468,2,1,454,456,451,461,4,2
56,RT,424,accepted,1,19,446,436,456,4,1,436,469,436,446,10,33
57,RT,484,accepted,45,50,509,499,519,3,1,508,519,503.5,513.5,1,11
58,RT,464,accepted,19,20,475,465,485,4,1,470,472,467.5,477.5,5,2
59,RT,489,accepted,37,50,515,505,525,4,1,511,538,508,518,4,27
60,RT,441,rejected,5,10,454,444,464,,,,,,,,
61,RT,427,accepted,40,41,437,427,447,1,1,446,447,436.5,446.5,9,1
62,RT,450,rejected,35,46,479,469,489,,,,,,,,
63,RT,498,accepted,43,45,524,514,534,4,1,523,526,518.5,528.5,1,3
64,RT,494,accepted,30,46,502,492,512,4,1,494,529,493,503,8,35
65,RT,446,rejected,14,23,472,462,482,,,,,,,,
66,RT,501,rejected,45,49,527,517,537,,,,,,,,
67,RT,401,rejected,10,21,430,420,440,,,,,,,,
68,RT,409,accepted,26,31,436,426,446,2,1,443,450,434.5,444.5,7,7
69,RT,480,accepted,44,45,506,496,516,3,1,506,507,501,511,0,1
70,RT,479,rejected,21,24,484,474,494,,,,,,,,
71,RT,455,rejected,27,36,472,462,482,,,,,,,,
72,RT,423,accepted,3,5,450,440,460,4,1,440,444,440,450,10,4
73,RT,432,rejected,12,22,448,438,458,,,,,,,,
74,RT,477,rejected,29,33,500,490,510,,,,,,,,
75,RT,473,accepted,32,44,479,469,489,3,1,480,505,474.5,484.5,1,25
76,RT,429,rejected,20,23,438,428,448,,,,,,,,
77,RT,428,accepted,3,23,450,440,460,4,1,440,478,440,450,10,38
78,RT,429,rejected,19,22,436,426,446,,,,,,,,
79,RT,445,rejected,13,22,469,459,479,,,,,,,,
80,RT,453,rejected,39,42,467,457,477,,,,,,,,
81,RT,425,rejected,2,4,445,435,455,,,,,,,,
82,RT,404,accepted,26,46,425,415,435,1,1,422,456,418.5,428.5,3,34
83,RT,445,accepted,5,16,454,444,464,4,1,445,464,444.5,454.5,9,19
84,RT,451,rejected,27,39,462,452,472,,,,,,,,
85,RT,456,rejected,39,45,461,451,471,,,,,,,,
86,RT,451,rejected,16,21,475,465,485,,,,,,,,
87,RT,462,accepted,46,50,483,473,493,2,1,477,487,475,485,6,10
88,RT,413,accepted,40,47,436,426,446,1,1,446,459,436,446,10,13
89,RT,429,rejected,4,21,444,434,454,,,,,,,,
90,RT,478,accepted,40,50,490,480,500,3,1,498,519,489,499,8,21
91,RT,487,accepted,30,35,495,485,505,4,1,494,505,489.5,499.5,1,11
92,RT,420,accepted,15,17,447,437,457,3,1,448,451,442.5,452.5,1,3
93,RT,447,accepted,8,20,460,450,470,4,1,452,472,451,461,8,20
94,RT,426,accepted,4,24,452,442,462,4,1,442,481,442,452,10,39
95,RT,406,rejected,4,9,422,412,432,,,,,,,,
96,RT,437,accepted,6,15,453,443,463,4,1,448,462,445.5,455.5,5,14
97,RT,520,accepted,46,47,530,520,540,4,1,530,532,525,535,0,2
98,RT,449,rejected,19,24,459,449,469,,,,,,,,
99,RT,477,accepted,42,45,497,487,507,3,1,502,507,494.5,504.5,5,5
100,RT,494,accepted,44,47,502,492,512,3,1,506,511,499,509,4,5
