request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
1,accepted,11,14,508,498,518,2,1,507,521,503,513
2,accepted,20,26,603,593,613,4,1,603,633,598,608
3,accepted,23,26,616,606,626,4,1,619,633,613,623
4,accepted,7,11,531,521,541,4,1,529,553,525,535
5,accepted,21,29,521,511,531,1,1,527,565,519,529
6,accepted,3,15,511,501,521,4,1,511,579,506,516
7,accepted,8,9,513,503,523,3,1,509,516,506,516
8,accepted,19,20,544,534,554,2,1,546,550,540,550
9,accepted,10,13,522,512,532,3,1,522,535,517,527
10,accepted,1,3,501,491,511,4,1,503,510,497,507
11,rejected,8,11,398,388,408,,,,,,
12,accepted,21,25,608,598,618,4,1,608,629,603,613
13,rejected,16,17,465,455,475,,,,,,
14,accepted,22,30,588,578,598,3,1,583,631,581,591
15,accepted,10,14,550,540,560,4,1,549,568,545,555
16,accepted,17,26,569,559,579,3,1,563,603,561,571
17,accepted,23,29,579,569,589,3,1,589,621,579,589
18,accepted,2,9,433,423,443,1,1,433,464,428,438
19,accepted,24,27,562,552,572,2,1,572,582,562,572
20,rejected,26,29,503,493,513,,,,,,
21,accepted,21,28,532,522,542,1,1,527,558,525,535
22,accepted,7,9,521,511,531,4,1,529,543,520,530
23,accepted,17,27,568,558,578,3,1,563,608,561,571
24,accepted,21,22,608,598,618,4,1,608,612,603,613
25,accepted,18,22,563,553,573,3,1,567,582,560,570
26,accepted,20,28,603,593,613,4,1,603,641,598,608
27,accepted,24,27,566,556,576,2,1,572,582,564,574
28,rejected,21,22,469,459,479,,,,,,
29,accepted,17,23,591,581,601,4,1,590,618,586,596
30,accepted,3,10,511,501,521,4,1,511,548,506,516
