request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,3,17,471,466,476,3,2,468,496,467,472
1,accepted,7,15,474,469,479,3,2,473,494,471,476
2,accepted,27,37,511,506,516,3,2,511,520,509,514
3,accepted,24,25,431,426,436,3,1,426,429,426,431
4,accepted,30,33,442,437,447,3,1,438,439,438,443
5,accepted,35,47,496,491,501,1,2,501,525,496,501
6,accepted,38,43,450,445,455,3,1,450,455,448,453
7,accepted,4,10,474,469,479,3,2,469,479,469,474
8,accepted,33,40,511,506,516,3,2,516,532,511,516
9,accepted,14,17,458,453,463,1,2,463,466,458,463
10,accepted,2,14,467,462,472,3,2,466,492,464,469
11,accepted,33,34,464,459,469,2,2,469,469,464,469
12,rejected,31,43,445,440.0,450.0,,,,,,
13,accepted,38,44,514,509,519,1,2,509,521,509,514
14,accepted,17,20,413,408,418,3,1,415,418,412,417
15,accepted,4,24,454,449,459,1,2,449,471,449,454
16,accepted,17,23,450,445,455,2,2,445,448,445,450
17,accepted,32,40,494,489,499,1,2,497,515,493,498
18,accepted,12,17,486,481,491,3,2,486,496,484,489
19,rejected,37,41,439,434.0,444.0,,,,,,
20,rejected,7,11,447,442.0,452.0,,,,,,
21,accepted,43,47,483,478,488,2,2,485,492,482,487
22,accepted,13,18,373,368,378,2,1,373,382,371,376
23,accepted,33,43,511,506,516,3,2,516,535,511,516
24,rejected,31,34,476,471.0,481.0,,,,,,
25,accepted,28,45,467,462,472,2,2,465,487,464,469
26,accepted,11,19,483,478,488,3,2,481,498,480,485
27,accepted,44,49,438,433,443,1,1,437,440,435,440
28,accepted,27,30,417,412,422,1,1,414,416,413,418
29,rejected,31,35,508,503.0,513.0,,,,,,
30,accepted,44,47,420,415,425,2,1,419,422,417,422
31,rejected,41,47,442,437.0,447.0,,,,,,
32,rejected,31,43,455,450.0,460.0,,,,,,
33,rejected,13,14,452,447.0,457.0,,,,,,
34,rejected,35,48,460,455.0,465.0,,,,,,
35,rejected,35,41,465,460.0,470.0,,,,,,
36,rejected,48,49,468,463.0,473.0,,,,,,
37,rejected,16,21,458,453.0,463.0,,,,,,
38,rejected,39,45,442,437.0,447.0,,,,,,
39,accepted,30,39,491,486,496,1,2,496,510,491,496
40,accepted,4,24,472,467,477,3,2,469,502,468,473
41,rejected,10,22,467,462.0,472.0,,,,,,
42,accepted,42,48,523,518,528,1,2,518,526,518,523
43,rejected,33,49,450,445.0,455.0,,,,,,
44,rejected,30,35,483,478.0,488.0,,,,,,
45,accepted,1,13,447,442,452,1,2,447,457,445,450
46,rejected,29,38,467,462.0,472.0,,,,,,
47,accepted,27,36,509,504,514,3,2,511,518,508,513
48,accepted,38,49,511,506,516,1,2,509,528,508,513
49,rejected,32,35,474,469.0,479.0,,,,,,
