request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,2,24,427,422,432,4,1,426,455,424,429
1,accepted,28,31,422,417,427,1,1,420,425,419,424
2,accepted,32,48,514,509,519,3,2,511,532,510,515
3,accepted,28,44,490,485,495,2,2,487,515,486,491
4,accepted,27,50,506,501,511,3,2,507,539,504,509
5,accepted,40,44,494,489,499,4,1,495,500,492,497
6,accepted,32,49,514,509,519,3,2,511,534,510,515
7,accepted,42,43,507,502,512,2,2,512,512,507,512
8,accepted,31,41,512,507,517,1,2,508,529,508,513
9,accepted,39,44,489,484,494,4,1,490,500,487,492
10,accepted,2,25,426,421,431,4,1,426,459,424,429
11,accepted,1,2,426,421,431,4,1,423,425,422,427
12,rejected,38,44,472,467,477,,,,,,
13,accepted,18,24,434,429,439,3,1,429,433,429,434
14,accepted,23,25,489,484,494,1,2,486,494,485,490
15,accepted,41,49,514,509,519,2,2,509,522,509,514
16,rejected,30,40,458,453,463,,,,,,
17,accepted,12,22,442,437,447,4,1,438,453,438,443
18,rejected,40,45,521,516,526,,,,,,
19,accepted,39,40,525,520,530,1,2,524,528,522,527
20,accepted,26,35,405,400,410,2,1,405,414,403,408
21,accepted,1,11,419,414,424,4,1,423,432,419,424
22,accepted,47,50,519,514,524,2,2,520,527,517,522
23,accepted,31,36,428,423,433,1,1,426,432,425,430
24,accepted,34,39,483,478,488,4,1,478,489,478,483
25,accepted,33,47,493,488,498,2,2,491,519,490,495
26,accepted,33,48,435,430,440,1,1,430,449,430,435
27,accepted,11,22,456,451,461,1,2,461,482,456,461
28,accepted,8,19,451,446,456,2,2,450,471,448,453
29,accepted,4,6,447,442,452,2,2,442,446,442,447
30,rejected,35,47,500,495,505,,,,,,
31,accepted,37,47,487,482,492,4,1,483,507,483,488
32,accepted,4,11,447,442,452,2,2,442,452,442,447
33,accepted,28,48,504,499,509,1,2,502,536,501,506
34,rejected,33,45,499,494,504,,,,,,
35,accepted,32,38,442,437,447,3,1,446,456,442,447
36,rejected,17,20,413,408,418,,,,,,
37,accepted,35,40,513,508,518,1,2,514,528,511,516
38,accepted,14,24,468,463,473,2,2,465,475,464,469
39,accepted,27,39,510,505,515,3,2,507,524,506,511
40,accepted,8,16,460,455,465,1,2,458,475,457,462
41,rejected,37,41,439,434,444,,,,,,
42,rejected,26,28,430,425,435,,,,,,
43,accepted,12,19,375,370,380,2,1,375,387,373,378
44,accepted,47,49,519,514,524,2,2,520,522,517,522
45,accepted,28,36,482,477,487,2,2,487,493,482,487
46,accepted,26,34,502,497,507,3,2,504,512,501,506
47,rejected,33,50,502,497,507,,,,,,
48,accepted,11,13,482,477,487,3,2,478,484,478,483
49,rejected,6,16,458,453,463,,,,,,
50,rejected,40,44,469,464,474,,,,,,
51,rejected,32,34,455,450,460,,,,,,
52,rejected,26,32,421,416,426,,,,,,
53,accepted,30,35,514,509,519,3,2,510,514,510,515
54,rejected,31,42,511,506,516,,,,,,
55,rejected,5,19,466,461,471,,,,,,
56,accepted,34,49,513,508,518,3,2,513,534,511,516
57,rejected,29,44,455,450,460,,,,,,
58,accepted,38,46,483,478,488,4,1,488,504,483,488
59,rejected,29,43,498,493,503,,,,,,
60,accepted,27,28,467,462,472,4,1,465,467,464,469
61,accepted,33,47,472,467,477,4,1,477,507,472,477
62,accepted,33,35,474,469,479,4,1,477,479,473,478
63,rejected,35,49,458,453,463,,,,,,
64,rejected,3,10,435,430,440,,,,,,
65,rejected,43,45,469,464,474,,,,,,
66,accepted,17,23,476,471,481,1,2,478,485,475,480
67,rejected,34,50,456,451,461,,,,,,
68,accepted,45,48,506,501,511,4,1,502,508,502,507
69,rejected,38,49,516,511,521,,,,,,
70,accepted,9,13,428,423,433,4,1,431,439,427,432
71,accepted,37,40,419,414,424,2,1,418,429,416,421
72,rejected,18,22,421,416,426,,,,,,
73,accepted,34,36,428,423,433,1,1,431,432,427,432
74,rejected,26,31,483,478,488,,,,,,
75,accepted,37,38,479,474,484,4,1,483,487,479,484
76,rejected,48,49,515,510,520,,,,,,
77,rejected,16,21,458,453,463,,,,,,
78,accepted,30,39,491,486,496,2,2,489,502,488,493
79,rejected,40,43,501,496,506,,,,,,
80,accepted,40,41,524,519,529,1,2,529,529,524,529
81,rejected,28,42,427,422,432,,,,,,
82,rejected,5,20,459,454,464,,,,,,
83,accepted,36,43,482,477,487,4,1,481,497,479,484
84,rejected,32,35,457,452,462,,,,,,
85,rejected,42,46,504,499,509,,,,,,
86,rejected,33,49,450,445,455,,,,,,
87,rejected,20,23,472,467,477,,,,,,
88,rejected,36,50,439,434,444,,,,,,
89,accepted,9,16,451,446,456,2,2,451,467,449,454
90,rejected,33,39,460,455,465,,,,,,
91,accepted,29,49,474,469,479,4,1,472,510,471,476
92,accepted,39,46,464,459,469,3,1,459,465,459,464
93,accepted,36,49,478,473,483,4,1,481,510,477,482
94,rejected,29,44,487,482,492,,,,,,
95,rejected,18,20,413,408,418,,,,,,
96,rejected,35,41,502,497,507,,,,,,
97,accepted,37,43,494,489,499,2,2,496,512,493,498
98,rejected,30,44,511,506,516,,,,,,
99,rejected,39,42,443,438,448,,,,,,
