request_id,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub
0,accepted,36,43,467,462,472,3,1,463,480,463,468
1,accepted,32,48,514,509,519,1,2,509,536,509,514
2,accepted,30,37,508,503,513,1,2,508,514,506,511
3,accepted,41,44,527,522,532,1,2,528,533,525,530
4,accepted,38,42,504,499,509,4,2,508,513,504,509
5,accepted,39,40,489,484,494,2,2,494,498,489,494
6,accepted,26,34,458,453,463,3,1,453,460,453,458
7,accepted,1,18,457,452,462,4,2,454,473,453,458
8,accepted,19,24,489,484,494,1,2,493,496,489,494
9,accepted,30,38,499,494,504,4,2,497,507,496,501
10,accepted,27,41,504,499,509,1,2,505,527,502,507
11,accepted,20,22,398,393,403,4,1,398,404,396,401
12,accepted,30,39,480,475,485,2,2,481,493,478,483
13,accepted,42,44,448,443,453,4,1,443,446,443,448
14,accepted,41,47,475,470,480,3,1,478,483,474,479
15,accepted,30,48,476,471,481,2,2,481,505,476,481
16,accepted,33,45,444,439,449,1,1,443,461,441,446
17,accepted,11,15,450,445,455,2,2,449,462,447,452
18,accepted,37,40,419,414,424,2,1,414,425,414,419
19,accepted,14,21,467,462,472,4,2,469,475,466,471
20,rejected,42,48,523,518.0,528.0,,,,,,
21,accepted,33,48,424,419,429,4,1,427,449,423,428
22,rejected,41,46,507,502.0,512.0,,,,,,
23,accepted,30,41,405,400,410,2,1,408,426,404,409
24,accepted,5,14,478,473,483,1,2,473,486,473,478
25,rejected,37,43,494,489.0,499.0,,,,,,
26,accepted,27,32,507,502,512,1,2,505,508,504,509
27,rejected,35,36,455,450.0,460.0,,,,,,
28,accepted,34,38,458,453,463,3,1,461,469,457,462
29,accepted,39,47,510,505,515,4,2,510,517,508,513
