request_id,type,request_time,status,origin,destination,desired_time,ptw_lb,ptw_ub,vehicle,trip,pickup,dropoff,cw_lb,cw_ub,dtd,ivt
0,PB,-3828,accepted,44,46,483,478,488,3,1,485,486,481,486,2,1
1,PB,-3805,accepted,34,47,428,423,433,2,1,433,455,428,433,5,22
2,PB,-3761,accepted,39,50,526,521,531,2,2,521,539,521,526,5,18
3,PB,-3590,accepted,31,36,467,462,472,3,1,462,467,462,467,5,5
4,PB,-3586,accepted,47,48,504,499,509,1,2,509,509,504,509,5,0
5,PB,-3529,accepted,33,44,491,486,496,1,2,486,504,486,491,5,18
6,PB,-3420,accepted,18,24,434,429,439,3,1,433,437,431,436,1,4
7,PB,-3371,accepted,39,40,525,520,530,2,2,521,525,521,526,4,4
8,PB,-3357,rejected,33,50,478,473,483,,,,,,,,
9,PB,-3270,accepted,35,38,511,506,516,2,2,511,518,509,514,0,7
10,PB,-3160,accepted,33,48,435,430,440,2,1,432,456,431,436,3,24
11,PB,-3140,accepted,9,25,417,412,422,3,1,417,441,415,420,0,24
12,PB,-3136,accepted,43,44,497,492,502,1,2,502,504,497,502,5,2
13,PB,-3108,accepted,32,36,481,476,486,1,2,485,488,481,486,4,3
14,PB,-3042,accepted,30,41,503,498,508,2,2,507,526,503,508,4,19
15,PB,-3038,accepted,37,47,487,482,492,1,2,491,508,487,492,4,17
16,PB,-2853,accepted,17,20,413,408,418,2,1,408,411,408,413,5,3
17,PB,-2839,accepted,30,49,421,416,426,1,1,417,438,417,422,4,21
18,PB,-2794,rejected,32,41,500,495,505,,,,,,,,
19,PB,-2624,accepted,8,16,460,455,465,2,2,465,478,460,465,5,13
20,PB,-2586,rejected,26,35,476,471,481,,,,,,,,
21,PB,-2498,accepted,29,43,477,472,482,1,2,481,501,477,482,4,20
22,PB,-2416,accepted,38,42,521,516,526,2,2,519,529,518,523,2,10
23,PB,-2377,rejected,6,16,458,453,463,,,,,,,,
24,PB,-2345,accepted,42,44,448,443,453,2,1,448,451,446,451,0,3
25,PB,-2334,accepted,34,43,428,423,433,2,1,433,448,428,433,5,15
